,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,eFG%,WS,AP Player of the Year,NABC Defensive Player of the Year,NABC Player of the Year,Naismith Award,NCAA Tournament Most Outstanding Player,NIT Most Valuable Player,Rupp Trophy,Sporting News Player of the Year,UPI Player of the Year,USBWA Freshman of the Year,Year,Rd,Pk,Tm,Projected Rd,Projected Pk,Team Score
8592,Nick Young,JR,2007,F,Southern California,Pac-10,37,33.162,6.459,12.297,5.27,9.595,1.189,2.7030000000000003,3.378,4.297,1.189,3.432,4.622,1.351,0.73,0.27,2.432,2.4859999999999998,17.486,23.76,0.495,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,16.0,WAS,1.0,16.0,0.0
8593,Brandan Wright,FR,2007,F,North Carolina,ACC,37,27.378,6.162000000000001,9.541,6.162000000000001,9.541,0.0,0.0,2.405,4.243,2.081,4.1080000000000005,6.189,1.0,0.973,1.757,1.595,1.486,14.73,30.07,0.6459999999999999,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,8.0,CHA,1.0,8.0,0.0
8594,Julian Wright,SO,2007,F,Kansas,Big 12,38,27.579,5.0,9.105,4.921,8.763,0.079,0.342,1.921,3.1319999999999997,2.526,5.316,7.8420000000000005,2.158,1.4469999999999998,1.2890000000000001,2.395,2.474,12.0,26.37,0.564,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,13.0,NOK,1.0,13.0,0.0
8667,Ramon Sessions,JR,2007,G,Nevada,WAC,34,30.235,4.118,9.118,3.5589999999999997,7.647,0.5589999999999999,1.4709999999999999,3.471,4.206,1.1179999999999999,3.6180000000000003,4.735,4.676,0.853,0.20600000000000002,2.5,1.206,12.265,23.06,0.359,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,56.0,MIL,2.0,56.0,0.0
8756,D.J. Strawberry,SR,2007,G,Maryland,ACC,34,31.853,5.412000000000001,11.353,4.382,8.353,1.0290000000000001,3.0,3.0,4.382,1.324,3.1180000000000003,4.441,3.5,2.029,0.41200000000000003,2.176,2.559,14.853,26.21,0.48100000000000004,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,59.0,PHO,2.0,59.0,0.0
8758,Rodney Stuckey,SO,2007,G,Eastern Washington,Big Sky,29,33.275999999999996,7.827999999999999,17.276,6.345,11.724,1.483,5.5520000000000005,7.414,8.759,1.207,3.448,4.655,5.517,2.448,0.31,3.3789999999999996,2.345,24.552,38.97,0.496,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,15.0,DET,1.0,15.0,0.0
8770,Reyshawn Terry,SR,2007,F,North Carolina,ACC,38,21.5,3.4210000000000003,6.921,2.237,4.211,1.1840000000000002,2.7110000000000003,1.7109999999999999,2.316,1.237,4.132,5.367999999999999,1.6580000000000001,0.711,0.632,1.8159999999999998,2.237,9.737,24.41,0.45,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,44.0,ORL,2.0,44.0,0.0
8841,Jermareo Davidson,SR,2007,F,Alabama,SEC,30,32.266999999999996,4.967,12.2,4.833,11.667,0.133,0.5329999999999999,3.9,5.033,2.1,6.132999999999999,8.232999999999999,1.4669999999999999,0.767,2.333,1.6669999999999998,1.8,13.967,26.14,0.47200000000000003,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,36.0,GSW,2.0,36.0,0.0
8845,Glen Davis,JR,2007,F,Louisiana State,SEC,29,35.034,6.138,12.69,5.5520000000000005,11.0,0.586,1.69,4.793,6.724,3.897,6.5520000000000005,10.448,2.276,1.103,0.966,2.8280000000000003,2.31,17.655,28.74,0.519,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,35.0,SEA,2.0,35.0,0.0
8885,Javaris Crittenton,FR,2007,G,Georgia Tech,ACC,32,31.344,4.938,10.969000000000001,3.812,7.812,1.125,3.156,3.375,4.312,0.875,2.844,3.719,5.75,2.031,0.062,3.875,2.094,14.375,24.76,0.501,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,19.0,LAL,1.0,19.0,0.0
8906,JamesOn Curry,JR,2007,G,Oklahoma State,Big 12,35,37.0,5.771,12.770999999999999,3.2569999999999997,6.657,2.5140000000000002,6.114,3.286,4.143,0.429,2.7430000000000003,3.1710000000000003,3.7430000000000003,1.171,0.314,3.114,2.114,17.343,22.44,0.478,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,51.0,CHI,2.0,51.0,0.0
8927,Nick Fazekas,SR,2007,F,Nevada,WAC,32,30.281,7.75,13.655999999999999,6.875,11.625,0.875,2.031,4.0,4.718999999999999,2.969,8.094,11.062000000000001,1.75,0.75,1.5,2.0,2.312,20.375,37.64,0.5670000000000001,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,34.0,DAL,2.0,34.0,0.0
8954,Jared Dudley,SR,2007,F,Boston College,ACC,30,38.4,6.5,11.567,5.2,8.633,1.3,2.9330000000000003,4.7330000000000005,6.367000000000001,3.033,5.233,8.267000000000001,3.0,1.4,0.33299999999999996,2.6,2.2,19.033,27.37,0.496,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,22.0,CHA,1.0,22.0,0.0
8962,Kevin Durant,FR,2007,F,Texas,Big 12,35,35.857,8.743,18.486,6.4,12.686,2.343,5.8,5.971,7.314,3.029,8.113999999999999,11.142999999999999,1.314,1.886,1.9140000000000001,2.8289999999999997,2.029,25.8,39.43,0.536,8.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2007.0,1.0,2.0,SEA,1.0,2.0,0.0
9005,Daequan Cook,FR,2007,G,Ohio State,Big Ten,39,19.744,3.615,8.128,2.231,4.795,1.385,3.333,1.179,1.692,0.718,3.5639999999999996,4.282,1.026,0.718,0.256,1.436,1.692,9.795,24.86,0.53,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,21.0,PHI,1.0,21.0,0.0
9008,Corey Brewer,JR,2007,F,Florida,SEC,37,28.459,4.5680000000000005,9.622,3.486,6.405,1.081,3.216,3.0269999999999997,4.189,1.081,3.595,4.676,2.946,1.865,0.405,2.5140000000000002,1.946,13.243,25.61,0.565,3.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,7.0,MIN,1.0,7.0,0.0
9023,Aaron Brooks,SR,2007,G,Oregon,Pac-10,35,36.829,6.086,13.229000000000001,3.8,7.571000000000001,2.286,5.657,3.286,3.886,0.8859999999999999,3.3710000000000004,4.257,4.257,1.371,0.171,2.543,2.5140000000000002,17.743,24.97,0.484,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,26.0,HOU,1.0,26.0,0.0
9127,Wilson Chandler,SO,2007,F,DePaul,Big East,34,31.706,5.706,12.675999999999998,4.559,9.235,1.147,3.4410000000000003,2.059,3.147,1.8530000000000002,5.059,6.912000000000001,1.412,0.647,1.382,1.618,2.824,14.618,24.83,0.452,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,23.0,NYK,1.0,23.0,0.0
9137,Mike Conley,FR,2007,G,Ohio State,Big Ten,39,31.564,4.103,7.922999999999999,3.5639999999999996,6.154,0.5379999999999999,1.7690000000000001,2.5639999999999996,3.6919999999999997,0.6920000000000001,2.7439999999999998,3.4360000000000004,6.103,2.231,0.256,2.205,1.538,11.308,24.07,0.552,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,4.0,MEM,1.0,4.0,0.0
9159,Derrick Byars,SR,2007,G,Vanderbilt,SEC,34,31.412,6.059,13.265,3.735,7.029,2.324,6.235,2.529,3.5589999999999997,1.5290000000000001,3.324,4.853,3.412,1.412,0.11800000000000001,2.353,2.3819999999999997,16.971,28.37,0.536,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,42.0,POR,2.0,42.0,0.0
9248,Al Horford,JR,2007,F,Florida,SEC,38,27.816,4.895,8.052999999999999,4.895,8.0,0.0,0.053,3.4210000000000003,5.316,2.526,6.947,9.474,2.158,0.737,1.8419999999999999,1.7890000000000001,2.474,13.210999999999999,29.65,0.48,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,3.0,ATL,1.0,3.0,0.0
9304,Carl Landry,JR,2007,G,Alcorn State,SWAC,27,24.148000000000003,2.444,5.852,2.1109999999999998,4.963,0.33299999999999996,0.889,1.8519999999999999,2.593,0.815,2.741,3.556,1.556,0.889,0.037000000000000005,2.481,2.519,7.074,12.77,0.447,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,31.0,SEA,2.0,31.0,0.0
9320,Acie Law,SR,2007,G,Texas A&M,Big 12,34,33.912,6.353,12.706,5.235,10.265,1.1179999999999999,2.441,4.235,5.441,0.235,3.088,3.324,4.971,1.147,0.028999999999999998,2.588,2.441,18.059,26.63,0.415,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,11.0,ATL,1.0,11.0,0.0
9328,Jared Jordan,SR,2007,G,Marist,MAAC,33,37.939,5.97,14.061,4.273,8.363999999999999,1.6969999999999998,5.697,3.515,5.091,1.3940000000000001,4.485,5.879,8.667,1.364,0.061,3.333,1.636,17.152,27.54,0.45799999999999996,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,45.0,LAC,2.0,45.0,0.0
9381,Aaron Gray,SR,2007,C,Pittsburgh,Big East,36,28.221999999999998,5.667000000000001,10.027999999999999,5.667000000000001,10.027999999999999,0.0,0.0,2.528,4.611000000000001,3.333,6.138999999999999,9.472000000000001,1.694,0.41700000000000004,1.722,1.528,2.528,13.860999999999999,29.86,0.55,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,49.0,CHI,2.0,49.0,0.0
9388,Jeff Green,JR,2007,F,Georgetown,Big East,37,33.297,5.297000000000001,10.324000000000002,4.324,7.73,0.973,2.595,2.7030000000000003,3.486,1.676,4.703,6.377999999999999,3.162,0.8109999999999999,1.162,2.595,2.4859999999999998,14.27,23.35,0.491,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,5.0,BOS,1.0,5.0,0.0
9412,Taurean Green,JR,2007,G,Florida,SEC,40,33.2,3.85,8.675,1.8,3.625,2.05,5.05,3.525,4.15,0.225,2.175,2.4,3.675,1.05,0.025,2.675,1.5,13.275,19.65,0.461,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,52.0,POR,2.0,52.0,0.0
9492,Herbert Hill,SR,2007,F,Providence,Big East,31,31.935,7.742000000000001,12.097000000000001,7.742000000000001,12.065,0.0,0.032,2.5810000000000004,4.29,3.258,5.581,8.839,1.452,0.968,2.935,2.8710000000000004,2.903,18.065,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,55.0,UTA,2.0,55.0,0.0
9519,Adam Haluska,SR,2007,G,Iowa,Big Ten,31,34.516,6.129,15.032,3.2260000000000004,7.032,2.903,8.0,5.3870000000000005,6.194,0.871,3.7739999999999996,4.645,2.5810000000000004,1.355,0.258,1.71,1.742,20.548000000000002,30.7,0.475,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,43.0,NOK,2.0,43.0,0.0
9535,Spencer Hawes,FR,2007,C,Washington,Pac-10,31,28.903000000000002,6.226,11.71,6.194,11.613,0.032,0.09699999999999999,2.387,3.161,1.9680000000000002,4.387,6.355,1.935,0.516,1.742,2.516,2.258,14.870999999999999,26.73,0.5329999999999999,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.0,10.0,SAC,1.0,10.0,0.0
9562,Darrell Arthur,SO,2008,F,Kansas,Big 12,40,24.725,5.35,9.85,5.3,9.55,0.05,0.3,2.0,2.85,2.3,3.95,6.25,0.825,0.5,1.325,1.875,2.95,12.75,26.47,0.5379999999999999,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,27.0,NOH,1.0,27.0,0.0
9594,Joe Alexander,JR,2008,G,West Virginia,Big East,36,31.583000000000002,6.082999999999999,13.167,5.778,12.027999999999999,0.306,1.139,4.388999999999999,5.388999999999999,1.889,4.5280000000000005,6.417000000000001,2.444,0.722,1.5,2.222,2.861,16.861,28.18,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,8.0,MIL,1.0,8.0,0.0
9711,Malik Hairston,SR,2008,G,Oregon,Pac-10,31,31.484,5.6770000000000005,10.806,4.0,6.935,1.6769999999999998,3.8710000000000004,3.258,4.452,1.452,3.387,4.8389999999999995,2.129,0.613,0.8390000000000001,1.774,2.903,16.29,26.1,0.5489999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,48.0,PHO,2.0,48.0,0.0
9720,DeVon Hardin,SR,2008,C,University of California,Pac-10,30,23.8,3.267,5.9,3.267,5.9,0.0,0.0,2.8,4.4,1.8,5.567,7.367000000000001,0.667,0.5670000000000001,1.2329999999999999,1.433,2.467,9.333,22.79,0.505,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,50.0,SEA,2.0,50.0,0.0
9742,George Hill,JR,2008,G,IUPUI,Summit,32,36.844,6.875,12.625,5.343999999999999,9.219,1.531,3.406,6.218999999999999,7.656000000000001,1.531,5.218999999999999,6.75,4.281000000000001,1.781,0.406,2.938,2.781,21.5,31.08,0.547,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,26.0,SAS,1.0,26.0,0.0
9758,Richard Hendrix,JR,2008,F,Alabama,SEC,32,30.625,7.156000000000001,11.969000000000001,7.093999999999999,11.75,0.062,0.21899999999999997,3.375,6.281000000000001,3.688,6.438,10.125,1.594,1.281,1.9380000000000002,1.719,2.938,17.75,34.77,0.557,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,49.0,GSW,2.0,49.0,0.0
9772,J.J. Hickson,FR,2008,F,North Carolina State,ACC,31,28.71,5.257999999999999,8.902999999999999,5.257999999999999,8.871,0.0,0.032,4.258,6.29,2.5810000000000004,5.871,8.452,1.0,0.71,1.516,2.677,1.935,14.774000000000001,27.44,0.591,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,19.0,CLE,1.0,19.0,0.0
9777,Roy Hibbert,SR,2008,C,Georgetown,Big East,34,26.294,5.265,8.647,5.176,8.559,0.08800000000000001,0.08800000000000001,2.735,4.235,2.206,4.147,6.353,1.8530000000000002,0.529,2.206,1.676,2.7060000000000004,13.353,29.28,0.469,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,17.0,TOR,1.0,17.0,0.0
9789,Kevin Love,FR,2008,C,UCLA,Pac-10,39,29.641,5.821000000000001,10.41,5.077,8.308,0.7440000000000001,2.103,5.077,6.615,3.641,7.0,10.640999999999998,1.923,0.6920000000000001,1.436,2.0,1.8719999999999999,17.462,34.96,0.595,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,5.0,MEM,1.0,5.0,0.0
9794,Robin Lopez,SO,2008,C,Stanford,Pac-10,36,24.528000000000002,3.889,7.278,3.861,7.25,0.027999999999999997,0.027999999999999997,2.3890000000000002,3.667,2.583,3.083,5.667000000000001,0.611,0.5,2.306,1.75,2.611,10.193999999999999,24.0,0.48,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,15.0,PHO,1.0,15.0,0.0
9800,Brook Lopez,SO,2008,F,Stanford,Pac-10,27,30.778000000000002,6.815,14.556,6.815,14.333,0.0,0.222,5.667000000000001,7.185,2.852,5.332999999999999,8.185,1.37,0.593,2.074,2.148,2.444,19.296,33.62,0.502,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,10.0,NJN,1.0,10.0,0.0
9819,Maarty Leunen,SR,2008,F,Oregon,Pac-10,32,34.688,4.906000000000001,8.781,3.062,5.031000000000001,1.844,3.75,3.5,4.438,2.156,7.0,9.156,2.812,0.875,0.344,1.5619999999999998,2.438,15.155999999999999,25.82,0.5329999999999999,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,54.0,HOU,2.0,54.0,0.0
9847,O.J. Mayo,FR,2008,G,Southern California,Pac-10,33,36.848,7.182,16.242,4.515,9.727,2.667,6.515,3.697,4.606,1.061,3.485,4.545,3.303,1.545,0.39399999999999996,3.545,2.424,20.726999999999997,26.91,0.524,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,3.0,MIN,1.0,3.0,0.0
9890,Sasha Kaun,SR,2008,C,Kansas,Big 12,40,17.675,2.725,4.4,2.725,4.4,0.0,0.0,1.65,3.05,1.6,2.25,3.85,0.3,0.425,1.225,0.8,2.425,7.1,22.67,0.536,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,56.0,SEA,2.0,56.0,0.0
9922,DeAndre Jordan,FR,2008,C,Texas A&M,Big 12,35,20.086,3.2289999999999996,5.229,3.2289999999999996,5.229,0.0,0.0,1.486,3.4,1.886,4.114,6.0,0.429,0.2,1.2570000000000001,1.629,1.9140000000000001,7.943,21.5,0.617,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,35.0,LAC,2.0,35.0,0.0
9937,Courtney Lee,SR,2008,G,Western Kentucky,Sun Belt,36,29.971999999999998,7.194,15.083,5.278,10.25,1.9169999999999998,4.833,4.111000000000001,5.0,1.3330000000000002,3.528,4.861000000000001,2.083,1.806,0.778,2.333,2.417,20.417,34.63,0.276,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,22.0,ORL,1.0,22.0,0.0
9968,Kosta Koufos,FR,2008,F,Ohio State,Big Ten,37,27.108,6.0,11.811,5.405,10.107999999999999,0.595,1.703,1.838,2.7030000000000003,2.6489999999999996,4.027,6.676,0.514,0.43200000000000005,1.811,1.486,2.189,14.432,28.89,0.5329999999999999,5.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2008.0,1.0,23.0,UTA,1.0,23.0,0.0
9982,Jordan Crawford,FR,2008,G,Indiana,Big Ten,30,25.267,3.5669999999999997,8.1,2.5669999999999997,5.367000000000001,1.0,2.733,1.567,2.1,1.133,2.233,3.367,2.3,0.9329999999999999,0.2,1.933,1.633,9.7,20.16,0.502,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,27.0,NJN,1.0,27.0,0.0
9983,Joe Crawford,SR,2008,G,Kentucky,SEC,30,33.633,6.267,13.367,4.167,7.6,2.1,5.767,3.3,4.333,1.033,2.6,3.633,2.133,0.5670000000000001,0.16699999999999998,2.767,2.7,17.933,23.42,0.428,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,58.0,LAL,2.0,58.0,0.0
10058,Paul Davis,FR,2008,0,Hampton,MEAC,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,2.0,34.0,LAC,2.0,34.0,0.0
10076,Derrick Caracter,SO,2008,F,Louisville,Big East,35,16.942999999999998,3.1710000000000003,5.742999999999999,3.1430000000000002,5.7139999999999995,0.028999999999999998,0.028999999999999998,1.943,3.0860000000000003,2.057,2.457,4.513999999999999,0.457,0.629,0.8859999999999999,1.8,3.057,8.314,24.37,0.573,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,2.0,58.0,LAL,2.0,58.0,0.0
10164,Mario Chalmers,JR,2008,G,Kansas,Big 12,39,30.0,4.205,8.154,2.333,4.154,1.8719999999999999,4.0,2.487,3.333,0.359,2.718,3.077,4.333,2.487,0.59,1.923,2.5380000000000003,12.769,26.14,0.5329999999999999,4.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,34.0,MIN,2.0,34.0,0.0
10172,J.R. Giddens,SR,2008,G,New Mexico,MWC,33,32.211999999999996,6.364,12.333,5.606,10.061,0.758,2.273,2.7880000000000003,4.758,1.7269999999999999,7.061,8.788,3.1210000000000004,1.4240000000000002,1.182,2.2119999999999997,1.939,16.273,29.77,0.499,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,30.0,BOS,1.0,30.0,0.0
10190,James Gist,SR,2008,F,Maryland,ACC,33,32.0,5.879,11.847999999999999,5.212000000000001,9.697000000000001,0.667,2.1519999999999997,3.485,4.727,1.818,6.061,7.879,1.364,1.273,2.333,2.727,3.0610000000000004,15.909,26.99,0.493,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,57.0,SAS,2.0,57.0,0.0
10253,Eric Gordon,FR,2008,G,Indiana,Big Ten,32,34.688,5.75,13.280999999999999,3.562,6.781000000000001,2.188,6.5,7.218999999999999,8.656,0.7190000000000001,2.531,3.25,2.438,1.3119999999999998,0.625,3.594,2.156,20.906,27.41,0.515,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,7.0,LAC,1.0,7.0,0.0
10298,Chris Douglas-Roberts,JR,2008,G,Memphis,CUSA,40,28.675,6.475,11.975,5.35,9.25,1.125,2.725,4.025,5.65,1.325,2.8,4.125,1.775,1.225,0.45,2.075,1.7,18.1,31.15,0.555,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,40.0,NJN,2.0,40.0,0.0
10302,Joey Dorsey,SR,2008,F,Memphis,CUSA,38,25.211,2.842,4.395,2.842,4.395,0.0,0.0,1.1840000000000002,3.1319999999999997,3.5260000000000002,6.0,9.526,0.526,1.079,1.9469999999999998,1.079,2.8160000000000003,6.867999999999999,22.56,0.546,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,33.0,POR,2.0,33.0,0.0
10340,Shan Foster,SR,2008,G,Vanderbilt,SEC,34,33.735,7.117999999999999,13.618,3.176,5.206,3.9410000000000003,8.412,2.147,2.824,1.147,3.765,4.912,1.6469999999999998,1.0590000000000002,0.235,1.706,1.9409999999999998,20.324,29.86,0.5870000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,51.0,DAL,2.0,51.0,0.0
10410,Ekpe Udoh,SO,2008,C,Michigan,Big Ten,32,26.0,2.375,5.438,2.188,4.938,0.188,0.5,1.031,1.75,2.188,2.812,5.0,0.9059999999999999,0.8440000000000001,2.875,1.125,2.406,5.968999999999999,18.19,0.45399999999999996,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,6.0,GSW,1.0,6.0,0.0
10423,Sonny Weems,SR,2008,F,Arkansas,SEC,34,31.381999999999998,5.794,12.5,4.206,8.206,1.588,4.294,1.794,2.235,1.6469999999999998,2.824,4.471,2.6180000000000003,1.324,0.235,2.824,2.176,14.970999999999998,23.73,0.544,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,39.0,CHI,2.0,39.0,0.0
10426,Kyle Weaver,SR,2008,G,Washington State,Pac-10,35,33.114000000000004,3.943,8.514,3.2569999999999997,6.629,0.6859999999999999,1.886,3.6,4.914,1.057,4.2,5.257000000000001,4.314,1.714,0.7140000000000001,2.7710000000000004,1.886,12.171,22.0,0.395,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,38.0,CHA,2.0,38.0,0.0
10440,D.J. White,SR,2008,F,Indiana,Big Ten,33,33.485,6.545,10.818,6.515,10.727,0.03,0.091,4.303,6.242000000000001,3.03,7.303,10.333,0.758,0.7879999999999999,1.636,1.909,2.515,17.424,29.03,0.528,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,29.0,DET,1.0,29.0,0.0
10445,Russell Westbrook,SO,2008,G,UCLA,Pac-10,39,33.795,4.667,10.026,4.0,8.051,0.667,1.974,2.7439999999999998,3.846,1.564,2.359,3.923,4.282,1.615,0.179,2.4619999999999997,2.385,12.744000000000002,21.38,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,4.0,SEA,1.0,4.0,0.0
10457,Henry Walker,FR,2008,F,Kansas State,Big 12,31,27.29,5.8389999999999995,12.548,4.71,8.871,1.129,3.677,3.258,4.419,2.548,3.7739999999999996,6.3229999999999995,1.903,0.871,0.5479999999999999,2.613,3.258,16.065,29.23,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,47.0,WAS,2.0,47.0,0.0
10468,Deron Washington,SR,2008,F,Virginia Tech,ACC,35,33.114000000000004,4.2,10.086,3.6860000000000004,8.171,0.514,1.9140000000000001,4.2,6.257000000000001,1.9709999999999999,4.513999999999999,6.486000000000001,2.286,0.971,0.629,2.114,2.943,13.114,21.49,0.484,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2.0,59.0,DET,2.0,59.0,0.0
10516,Marreese Speights,SO,2008,C,Florida,SEC,36,24.278000000000002,6.0,9.611,6.0,9.611,0.0,0.0,2.5,3.611,2.583,5.472,8.056000000000001,0.9440000000000001,0.41700000000000004,1.361,1.722,2.278,14.5,32.38,0.6709999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,16.0,PHI,1.0,16.0,0.0
10534,Jason Thompson,SR,2008,C,Rider,MAAC,34,34.618,8.088,14.440999999999999,7.765,13.440999999999999,0.324,1.0,3.912,6.735,3.353,8.765,12.118,2.735,1.0590000000000002,2.676,2.912,2.9410000000000003,20.412,34.53,0.222,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,1.0,12.0,SAC,1.0,12.0,0.0
