,Player,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,Year,Rd,Pk,Tm
1212,Javaris Crittenton,14.1,1.85,4.15,0.449666667,0.083333333,0.433333333,0.190666667,1.733333333,3.716666667,0.472666667,0.46,1.1,1.766666667,0.615333333,0.65,1.45,2.133333333,1.45,0.416666667,0.05,1.066666667,1.116666667,4.883333333,18.82333333,2007,1,19,LAL
1219,Sam Dekker,14.06666667,2,4.216666667,0.394166667,0.383333333,1.2,0.244166667,1.616666667,3,0.453166667,0.429666667,0.5,0.783333333,0.530833333,0.85,1.866666667,2.7,0.75,0.633333333,0.116666667,0.433333333,0.9,4.866666667,19.54166667,2015,1,18,HOU
1226,K.J. McDaniels,12.74285714,1.757142857,4.185714286,0.414,0.428571429,1.485714286,0.254,1.342857143,2.7,0.492857143,0.461,0.914285714,1.157142857,0.767285714,0.528571429,1.457142857,1.985714286,0.557142857,0.414285714,0.571428571,0.885714286,1.242857143,4.842857143,19.48285714,2014,2,32,PHI
1227,Jordan McRae,10.16,1.7,3.92,0.4314,0.46,1.2,0.4006,1.26,2.7,0.4586,0.4892,1,1.3,0.7672,0.2,0.9,1.08,1.02,0.24,0.12,0.64,0.86,4.84,23.56,2014,2,58,SAS
1231,Kendrick Perkins,19.97777778,1.916666667,3.7,0.509,0,0,0,1.916666667,3.694444444,0.510333333,0.509,0.972222222,1.694444444,0.569722222,1.483333333,3.85,5.322222222,0.977777778,0.333333333,0.883333333,1.5,2.483333333,4.816666667,14.77444444,2003,1,27,MEM
1232,Ian Mahinmi,14.72727273,1.763636364,3.281818182,0.537454545,0.009090909,0.045454545,0.017090909,1.754545455,3.218181818,0.544181818,0.538727273,1.272727273,2,0.650181818,1.290909091,2.581818182,3.854545455,0.472727273,0.518181818,0.654545455,0.863636364,2.381818182,4.809090909,21.27454545,2005,1,28,SAS
1235,Moritz Wagner,10.4,1.7,4,0.415,0.5,1.8,0.286,1.1,2.2,0.521,0.48,1,1.2,0.811,0.4,1.6,2,0.6,0.3,0.3,0.9,1.3,4.8,22.44,2018,1,25,LAL
1236,Troy Brown,14,1.9,4.5,0.415,0.4,1.3,0.319,1.4,3.2,0.455,0.462,0.6,0.9,0.681,0.7,2.1,2.8,1.5,0.4,0.1,0.6,1.1,4.8,20.98,2018,1,15,WAS
1238,Adam Morrison,14.4,1.86,5.08,0.3608,0.54,1.68,0.299,1.32,3.4,0.3888,0.4134,0.5,0.74,0.6672,0.4,1.26,1.6,0.96,0.18,0.08,0.74,1.3,4.8,14.63,2006,1,3,CHA
1239,Thon Maker,14.58,1.68,4.02,0.418,0.64,1.98,0.3272,1,2.04,0.51,0.498,0.84,1.24,0.6652,0.72,2.18,2.92,0.62,0.34,0.72,0.5,1.72,4.8,20.19,2016,1,10,MIL
1242,Andrew Nicholson,12.5,2,4.485714286,0.431857143,0.257142857,0.942857143,0.221,1.742857143,3.542857143,0.480714286,0.461142857,0.514285714,0.7,0.747714286,0.542857143,2.014285714,2.571428571,0.4,0.314285714,0.257142857,0.642857143,1.542857143,4.771428571,18.36,2012,1,19,ORL
1244,Roger Mason,14.88333333,1.691666667,4.575,0.354916667,0.858333333,2.391666667,0.349083333,0.825,2.166666667,0.364583333,0.448416667,0.483333333,0.558333333,0.795416667,0.1,1.341666667,1.45,1.116666667,0.333333333,0.125,0.633333333,1.325,4.758333333,15.27833333,2002,2,31,CHI
1246,Paul Zipser,17.25,1.75,4.65,0.372,0.75,2.15,0.3345,1.05,2.55,0.403,0.449,0.55,0.7,0.7675,0.25,2.35,2.6,0.85,0.35,0.35,0.85,1.7,4.75,14.1,2016,2,48,CHI
1247,David Harrison,13.45,1.9,3.55,0.53125,0,0,0,1.9,3.55,0.53125,0.53125,0.975,1.825,0.523,0.9,1.825,2.7,0.275,0.325,0.95,1.15,2.75,4.75,16.315,2004,1,29,IND
1248,Solomon Hill,19.51666667,1.666666667,4.333333333,0.3835,0.616666667,2.016666667,0.301666667,1.05,2.366666667,0.463166667,0.456333333,0.8,1.033333333,0.760333333,0.683333333,2.35,2.983333333,1.416666667,0.6,0.2,0.833333333,1.666666667,4.75,14.335,2013,1,23,IND
1250,Kendall Marshall,17.95,1.825,4.6,0.399,0.725,2,0.358,1.1,2.6,0.4335,0.4785,0.3,0.425,0.67,0.15,1.3,1.425,4.325,0.675,0.075,1.675,1.075,4.725,16.61,2012,1,13,PHO
1251,Timothé Luwawu-Cabarrot,13.4,1.625,4.375,0.36175,0.75,2.375,0.3005,0.875,1.975,0.433,0.444,0.65,0.85,0.74675,0.225,1.5,1.725,0.625,0.325,0.125,0.475,1.525,4.725,16.57,2016,1,24,PHI
1253,Devonte' Graham,14.7,1.6,4.7,0.343,0.7,2.6,0.281,0.9,2.1,0.421,0.421,0.8,1,0.761,0.2,1.2,1.4,2.6,0.5,0,0.7,1,4.7,20.11,2018,2,34,ATL
1254,Jonah Bolden,14.5,1.8,3.7,0.494,0.8,2.2,0.354,1,1.5,0.697,0.599,0.3,0.6,0.481,1.1,2.7,3.8,0.9,0.4,0.9,0.8,2.3,4.7,20.42,2017,2,36,PHI
1257,Christian Eyenga,17.225,1.85,4.95,0.33075,0.225,0.95,0.277,1.6,3.95,0.35825,0.3525,0.825,1.175,0.619,0.675,1.525,2.2,0.8,0.425,0.75,0.7,1,4.7,15.64,2009,1,30,CLE
1263,Antoine Wright,17.0125,1.7875,4.4375,0.382,0.4375,1.4875,0.2675,1.375,2.95,0.4395,0.42275,0.625,0.95,0.561,0.5125,1.5,2,0.925,0.375,0.25,0.7,1.8,4.6875,12.33375,2005,1,15,NJN
1274,Luke Babbitt,13.62,1.66,4.17,0.3877,0.99,2.64,0.3746,0.65,1.54,0.3825,0.5065,0.32,0.44,0.6473,0.29,1.86,2.15,0.6,0.22,0.16,0.44,1.25,4.65,17.066,2010,1,16,MIN
1276,James Jones,13.89285714,1.492857143,3.742857143,0.387642857,1,2.478571429,0.392071429,0.507142857,1.264285714,0.382357143,0.5235,0.657142857,0.785714286,0.802071429,0.257142857,1.278571429,1.55,0.464285714,0.285714286,0.271428571,0.292857143,1.135714286,4.642857143,17.27571429,2003,2,49,IND
1278,Derrick Brown,13.26,1.8,3.34,0.5524,0.12,0.26,0.4238,1.68,3.06,0.556,0.5774,0.88,1.48,0.5874,0.94,1.26,2.18,0.64,0.48,0.22,0.68,1.24,4.64,18.956,2009,2,40,CHA
1279,Kyle Weaver,15.53333333,1.6,4.066666667,0.394333333,0.6,1.566666667,0.380333333,1,2.5,0.406333333,0.471333333,0.833333333,1.033333333,0.805,0.366666667,1.6,1.933333333,1.366666667,0.566666667,0.433333333,0.966666667,1.033333333,4.633333333,17.57333333,2008,2,38,CHA
1280,Mickaël Gelabale,15.83333333,1.833333333,3.9,0.473,0.333333333,1,0.324666667,1.533333333,2.866666667,0.532666667,0.516333333,0.633333333,0.8,0.819333333,0.7,1.533333333,2.266666667,0.766666667,0.333333333,0.2,0.6,1.2,4.633333333,16.21,2005,2,48,SEA
1282,Darius Miller,17.44,1.58,4.02,0.3648,0.94,2.54,0.2988,0.66,1.5,0.4262,0.4578,0.46,0.56,0.6922,0.16,1.2,1.36,1.14,0.38,0.18,0.54,1.94,4.62,11.338,2012,2,46,NOH
1288,Festus Ezeli,14.03333333,1.766666667,3.4,0.511,0,0,0,1.766666667,3.4,0.511,0.511,1.066666667,1.866666667,0.563,1.7,2.633333333,4.333333333,0.4,0.3,0.966666667,0.766666667,1.9,4.6,21.21666667,2012,1,30,GSW
1292,Hanno Möttölä,15.1,1.9,4.25,0.442,0,0.1,0.0385,1.85,4.15,0.451,0.4425,0.85,1.05,0.7805,0.85,2,2.85,0.45,0.2,0.15,0.9,2.15,4.6,13.87,2000,2,40,ATL
1293,Jordan Williams,14.8,1.8,3.5,0.507,0,0,0,1.8,3.5,0.507,0.507,1,1.5,0.652,1.5,2.1,3.6,0.3,0.5,0.3,0.5,1.4,4.6,19.4,2011,2,36,NJN
1294,James Anderson,13.72857143,1.642857143,4.028571429,0.404,0.657142857,1.928571429,0.342428571,1,2.1,0.457428571,0.485857143,0.657142857,0.842857143,0.791857143,0.385714286,1.485714286,1.871428571,1.042857143,0.385714286,0.185714286,0.728571429,0.928571429,4.585714286,18.28857143,2010,1,20,SAS
1299,Nick Calathes,15.45,1.9,4.35,0.439,0.25,0.8,0.2835,1.65,3.5,0.474,0.465,0.5,0.9,0.572,0.3,1.55,1.85,2.7,1,0.1,1.25,1.65,4.55,18.615,2009,2,45,MIN
1300,Juan Hernangómez,15.25,1.6,3.75,0.413,0.75,2.3,0.3225,0.8,1.45,0.5705,0.5125,0.65,0.85,0.8,0.8,2.15,3,0.65,0.3,0.2,0.45,1.15,4.55,17.62,2016,1,15,DEN
1302,Raul Neto,13.025,1.725,3.9,0.44975,0.525,1.375,0.36375,1.225,2.475,0.4965,0.5135,0.55,0.725,0.80575,0.175,1.125,1.3,1.825,0.5,0.075,0.875,1.225,4.55,19.0825,2013,2,47,ATL
1303,Sam Young,13.46666667,1.75,4.3,0.391666667,0.183333333,0.616666667,0.293833333,1.583333333,3.683333333,0.404166667,0.418166667,0.8,1.133333333,0.714333333,0.616666667,1.466666667,2.066666667,0.6,0.5,0.216666667,0.666666667,1,4.533333333,17.715,2009,2,36,MEM
1307,Josh McRoberts,16.38461538,1.792307692,3.923076923,0.432769231,0.338461538,1.030769231,0.264769231,1.461538462,2.869230769,0.473,0.466769231,0.615384615,0.853846154,0.587538462,0.938461538,2.446153846,3.376923077,1.676923077,0.438461538,0.353846154,0.8,1.676923077,4.523076923,16.87,2007,2,37,POR
1317,Joe Crawford,11.5,1.5,5,0.3,0.5,2,0.25,1,3,0.333,0.35,1,1,1,0.5,1.5,2,0.5,0.5,0,0,1,4.5,23.2,2008,2,58,LAL
1318,Lavoy Allen,16.3875,2,4.275,0.47,0,0.0625,0.0385,1.9875,4.2125,0.474,0.470875,0.4625,0.6875,0.683375,1.7125,2.7875,4.4875,0.95,0.2875,0.5125,0.625,1.7375,4.5,18.85375,2011,2,50,PHI
1319,Eduardo Nájera,16.8375,1.7875,3.86875,0.4555625,0.19375,0.675,0.2443125,1.59375,3.19375,0.498625,0.485125,0.71875,1.1125,0.6066875,1.2625,2.11875,3.3625,0.7875,0.66875,0.33125,0.64375,2.1625,4.49375,16.25625,2000,2,38,HOU
1323,Skal Labissière,11.1,1.75,3.55,0.524,0.275,0.625,0.54475,1.475,2.95,0.534,0.574,0.7,1.075,0.59475,0.75,1.95,2.675,0.7,0.275,0.4,0.65,1.5,4.475,22.1875,2016,1,28,PHO
1330,Justin Hamilton,13.62857143,1.671428571,3.557142857,0.395,0.342857143,1.071428571,0.277714286,1.357142857,2.5,0.455714286,0.440142857,0.728571429,0.842857143,0.751714286,0.928571429,1.4,2.342857143,0.528571429,0.685714286,0.442857143,0.657142857,1.257142857,4.428571429,16.73285714,2012,2,45,PHI
1333,Shake Milton,13.4,1.7,4.4,0.391,0.7,2.2,0.318,1,2.2,0.465,0.471,0.3,0.4,0.714,0.5,1.3,1.8,0.9,0.4,0.4,0.3,1.5,4.4,19.31,2018,2,54,DAL
1336,Jevon Carter,14.8,1.4,4.7,0.303,0.9,2.6,0.333,0.6,2.1,0.265,0.395,0.7,0.8,0.813,0.4,1.3,1.7,1.8,0.7,0.3,0.8,1.4,4.4,18.63,2018,2,32,MEM
1337,Pierre Jackson,10.5,1.6,4.9,0.333,0.4,1.4,0.273,1.3,3.5,0.357,0.372,0.8,0.9,0.857,0.1,1,1.1,2.4,0.3,0,0.4,0.6,4.4,26.51,2013,2,42,PHI
1339,Donnell Harvey,13.31111111,1.677777778,3.5,0.540555556,0,0.033333333,0.015888889,1.677777778,3.466666667,0.543333333,0.540666667,1.044444444,1.566666667,0.660444444,1.088888889,2.311111111,3.4,0.555555556,0.388888889,0.411111111,0.733333333,1.933333333,4.4,19.20111111,2000,1,22,NYK
1342,Andrew Harrison,13.48333333,1.4,3.95,0.351166667,0.383333333,1.716666667,0.2035,1.016666667,2.216666667,0.513833333,0.398333333,1.183333333,1.416666667,0.6645,0.3,0.983333333,1.283333333,1.716666667,0.333333333,0.183333333,0.766666667,2,4.4,15.75333333,2015,2,44,PHO
1355,Wesley Iwundu,17.3,1.6,3.75,0.4195,0.25,0.95,0.2815,1.3,2.85,0.4595,0.456,0.85,1.15,0.7695,0.55,1.9,2.45,1,0.45,0.25,0.55,1.55,4.35,14.385,2017,2,33,ORL
1357,Andre Roberson,21.62,1.8,3.74,0.488,0.34,1.26,0.2358,1.52,2.44,0.604,0.528,0.38,0.84,0.5058,1.2,2.72,3.92,0.86,0.9,0.64,0.62,2.16,4.34,14.01,2013,1,26,MIN
1360,Shelden Williams,13.975,1.591666667,3.466666667,0.462,0,0.008333333,0.041666667,1.591666667,3.45,0.464666667,0.46225,1.141666667,1.55,0.732333333,1.341666667,2.625,3.966666667,0.425,0.441666667,0.408333333,0.733333333,1.891666667,4.316666667,19.01583333,2006,1,5,ATL
1362,Jimmer Fredette,9.13,1.51,3.66,0.4507,0.53,1.5,0.3799,0.99,2.21,0.3889,0.5548,0.76,0.86,0.8048,0.15,0.59,0.73,0.93,0.28,0.02,0.73,0.72,4.31,23.442,2011,1,10,MIL
1364,Alexander Johnson,12.8,1.45,2.9,0.513,0,0,0,1.45,2.9,0.513,0.513,1.3,1.95,0.674,0.75,1.8,2.65,0.3,0.35,0.4,0.9,2.1,4.3,15.595,2006,2,45,IND
1368,Bruce Brown,19.6,1.7,4.2,0.398,0.3,1.3,0.258,1.4,3,0.457,0.436,0.6,0.8,0.75,0.6,1.9,2.5,1.2,0.5,0.5,0.6,2.4,4.3,12.91,2018,2,42,DET
1371,Adreian Payne,13.26666667,1.716666667,4.05,0.435,0.133333333,0.483333333,0.230666667,1.566666667,3.583333333,0.4675,0.462166667,0.716666667,1.066666667,0.6725,0.783333333,2.15,2.916666667,0.483333333,0.433333333,0.2,0.733333333,1.916666667,4.3,18.05333333,2014,1,15,ATL
1374,Alexis Ajinça,10.6375,1.7625,3.7125,0.46475,0.1375,0.3625,0.139375,1.6375,3.3625,0.47475,0.481875,0.6,0.7875,0.666125,0.8125,1.9875,2.7875,0.35,0.2875,0.5375,0.625,1.95,4.2875,20.64125,2008,1,20,CHA
1375,Sonny Weems,13.78333333,1.833333333,4.25,0.397833333,0.216666667,0.783333333,0.234333333,1.6,3.466666667,0.4255,0.4325,0.433333333,0.7,0.566666667,0.3,1.35,1.616666667,1.05,0.3,0.066666667,0.916666667,1.2,4.283333333,13.09666667,2008,2,39,CHI
1383,David Andersen,11.175,1.725,3.825,0.4575,0.275,0.775,0.34475,1.475,3.05,0.487,0.49225,0.475,0.7,0.6975,0.625,1.925,2.55,0.45,0.175,0.225,0.6,1.225,4.25,18.8,2002,2,37,ATL
1387,Melvin Ely,13.9,1.663636364,3.745454545,0.438363636,0,0,0,1.663636364,3.736363636,0.438909091,0.438363636,0.927272727,1.509090909,0.570818182,0.872727273,1.690909091,2.572727273,0.590909091,0.236363636,0.463636364,0.863636364,1.963636364,4.245454545,14.72,2002,1,12,LAC
1390,Johan Petro,14.13,1.88,4.14,0.4531,0,0.02,0.125,1.88,4.12,0.4563,0.4538,0.47,0.71,0.6618,1.08,2.66,3.72,0.45,0.4,0.44,0.73,2.31,4.21,16.711,2005,1,25,SEA
1392,Jaron Blossomgame,16.3,1.7,3.9,0.443,0.4,1.4,0.256,1.4,2.5,0.552,0.491,0.4,0.5,0.769,1,2.7,3.6,0.5,0.3,0.3,0.4,0.7,4.2,16.8,2017,2,59,SAS
1398,Austin Daye,11.2,1.558333333,4.008333333,0.379083333,0.608333333,1.8,0.330833333,0.933333333,2.241666667,0.4285,0.454833333,0.458333333,0.608333333,0.737583333,0.358333333,1.725,2.083333333,0.641666667,0.325,0.3,0.55,1.316666667,4.175,20.13083333,2009,1,15,DET
1400,Jared Jeffries,19.73333333,1.6,3.8,0.408333333,0.12,0.446666667,0.218933333,1.493333333,3.373333333,0.430933333,0.4222,0.833333333,1.44,0.546466667,1.726666667,1.96,3.68,1.126666667,0.68,0.526666667,0.933333333,2.293333333,4.173333333,14.20866667,2002,1,11,WAS
1404,Eric Maynor,14.23636364,1.6,4.172727273,0.373090909,0.436363636,1.290909091,0.332272727,1.154545455,2.9,0.385,0.426181818,0.545454545,0.781818182,0.712,0.245454545,1.036363636,1.281818182,2.618181818,0.409090909,0.072727273,1.1,1.009090909,4.154545455,17.18181818,2009,1,20,UTA
1412,Tyler Ennis,11.9875,1.675,4.075,0.4105,0.425,1.2125,0.326875,1.275,2.8625,0.443125,0.458,0.3625,0.4375,0.772375,0.2125,0.925,1.1375,1.9375,0.4875,0.1125,1,1.1125,4.125,18.53375,2014,1,18,PHO
1415,Quincy Acy,13.80909091,1.409090909,3.336363636,0.423,0.454545455,1.345454545,0.320454545,0.981818182,2,0.488363636,0.479636364,0.818181818,1.127272727,0.725,0.781818182,2.245454545,3.018181818,0.545454545,0.363636364,0.372727273,0.554545455,1.845454545,4.118181818,16.83636364,2012,2,37,TOR
1418,James White,11.06666667,1.566666667,3.366666667,0.49,0.266666667,0.8,0.375666667,1.266666667,2.6,0.539333333,0.551333333,0.733333333,0.933333333,0.459666667,0.2,1.2,1.366666667,0.533333333,0.333333333,0.2,0.633333333,0.833333333,4.1,19.53666667,2006,2,31,POR
1422,Alec Peters,11.3,1.4,3.7,0.378,0.9,2.9,0.31,0.5,0.8,0.625,0.5,0.4,0.5,0.8,0.4,1.5,1.9,0.6,0.1,0.1,0.2,0.7,4.1,20.2,2017,2,54,PHO
1423,Sean Lampley,10.1,1.45,2.85,0.542,0,0.05,0,1.45,2.8,0.549,0.542,1.2,1.75,0.681,0.45,1.25,1.75,0.55,0.1,0.1,0.5,0.7,4.1,21.655,2001,2,45,CHI
1427,Quincy Douby,10.64,1.54,3.82,0.4086,0.5,1.54,0.3204,1.04,2.32,0.4684,0.473,0.52,0.64,0.8468,0.26,0.84,1.1,0.88,0.3,0.16,0.6,0.88,4.1,19.538,2006,1,19,SAC
1434,Steven Hunter,13.2625,1.625,2.975,0.5315,0,0,0,1.625,2.975,0.53175,0.5315,0.8,1.675,0.4735,1.1,1.7625,2.8375,0.1625,0.125,0.925,0.5625,1.4875,4.05,18.0175,2001,1,15,ORL
1438,John Jenkins,10.69,1.47,3.37,0.4835,0.57,1.52,0.4124,0.92,1.86,0.4296,0.6025,0.52,0.59,0.7873,0.17,1.09,1.23,0.7,0.12,0.05,0.43,0.44,4.04,19.953,2012,1,23,ATL
1440,Josh Huestis,13.56666667,1.633333333,3.5,0.430666667,0.766666667,1.633333333,0.484666667,0.866666667,1.9,0.380333333,0.546333333,0.033333333,0.533333333,0.1,1,1.933333333,2.933333333,0.6,0.133333333,0.833333333,0.333333333,0.6,4.033333333,19.62666667,2014,1,29,OKC
1445,Qyntel Woods,12.8,1.7,3.8,0.449,0.175,0.475,0.26125,1.575,3.375,0.4645,0.46825,0.425,0.75,0.407,0.65,1.625,2.275,0.475,0.65,0.125,0.775,1.525,4,16.6175,2002,1,21,POR
1453,Chris Owens,6,2,3,0.667,0,0,0,2,3,0.667,0.667,0,0,0,1,0,1,0,0,0,1,0,4,26.02,2002,2,48,MIL
1454,Anthony Bennett,11.1,1.45,3.725,0.3715,0.3,1.05,0.2585,1.2,2.675,0.4435,0.41325,0.775,1.125,0.72525,0.8,2.025,2.85,0.4,0.35,0.15,0.55,1.125,3.975,20.455,2013,1,1,CLE
1455,Pat Connaughton,12.775,1.5,3.425,0.417,0.625,1.825,0.35875,0.85,1.625,0.488,0.5065,0.325,0.375,0.836,0.5,1.6,2.1,1.025,0.275,0.2,0.425,0.9,3.975,17.4775,2015,2,41,BRK
1456,Chris Jefferies,9.05,1.4,3.425,0.4065,0.625,1.675,0.37025,0.75,1.75,0.42575,0.4985,0.575,0.825,0.739,0.2,0.9,1.15,0.375,0.2,0.25,0.8,1.175,3.975,22.7275,2002,1,27,LAL
1458,Viktor Khryapa,14.15,1.525,3.6,0.4175,0.05,0.25,0.17425,1.45,3.3,0.4345,0.4255,0.825,1.325,0.636,0.975,2,2.925,0.9,0.575,0.25,0.85,2.075,3.95,16.3725,2004,1,22,NJN
1459,Jordan Bell,12.9,1.75,3,0.5715,0,0.05,0,1.75,3,0.581,0.5715,0.45,0.7,0.646,0.95,2.25,3.15,1.45,0.45,0.9,0.75,1.4,3.95,21.99,2017,2,38,CHI
1463,Markel Brown,13.4,1.366666667,3.833333333,0.347333333,0.433333333,1.566666667,0.26,1,2.266666667,0.449,0.404,0.7,0.9,0.526666667,0.333333333,1.5,1.866666667,0.933333333,0.433333333,0.166666667,0.666666667,1.4,3.933333333,13.9,2014,2,44,MIN
1466,Mardy Collins,14.55,1.6,4.1,0.380166667,0.2,0.6,0.274166667,1.416666667,3.483333333,0.399,0.4005,0.55,0.966666667,0.585166667,0.45,1.283333333,1.733333333,1.75,0.516666667,0.133333333,1.033333333,1.333333333,3.933333333,14.94333333,2006,1,29,NYK
1467,Jake Tsakalidis,13.95555556,1.5,3.155555556,0.468777778,0,0,0,1.5,3.155555556,0.468888889,0.468777778,0.944444444,1.433333333,0.670666667,1.277777778,2.2,3.5,0.277777778,0.211111111,0.566666667,0.755555556,1.933333333,3.933333333,15.74333333,2000,1,25,PHO
1469,Julian Wright,13.25,1.725,3.45,0.503,0.05,0.275,0.26125,1.65,3.15,0.52275,0.51375,0.425,0.725,0.581,0.825,1.55,2.325,0.8,0.575,0.325,0.7,0.825,3.925,18.4925,2007,1,13,NOK
1470,Armon Johnson,10.25,1.7,3.45,0.593,0.075,0.25,0.27075,1.625,3.15,0.5995,0.60525,0.45,0.525,0.64775,0.125,1.1,1.2,0.95,0.55,0,0.825,0.725,3.925,18.9775,2010,2,34,POR
1471,Acie Law,11.25555556,1.333333333,3.055555556,0.413888889,0.144444444,0.6,0.206888889,1.2,2.455555556,0.462666667,0.435555556,1.144444444,1.511111111,0.764,0.155555556,0.711111111,0.888888889,1.366666667,0.488888889,0.022222222,0.711111111,0.9,3.922222222,18.94555556,2007,1,11,ATL
1472,Earl Clark,12.07,1.54,3.9,0.3883,0.28,0.92,0.1871,1.26,3.02,0.415,0.4186,0.55,0.85,0.6092,0.6,1.98,2.58,0.39,0.26,0.49,0.59,1.13,3.92,18.243,2009,1,14,PHO
1474,Robbie Hummel,14.45,1.55,3.55,0.419,0.5,1.4,0.337,1.05,2.2,0.4595,0.4875,0.4,0.45,0.883,0.7,2.05,2.75,0.5,0.35,0.1,0.3,1.5,3.9,16.125,2012,2,58,MIN
1478,Oleksiy Pecherov,9.333333333,1.433333333,3.7,0.382666667,0.4,1.4,0.292666667,1,2.266666667,0.436333333,0.440666667,0.7,0.833333333,0.793,0.8,1.566666667,2.366666667,0.2,0.2,0.166666667,0.5,1.1,3.9,22.18,2006,1,18,WAS
1479,Luke Walton,15.44166667,1.583333333,3.766666667,0.403,0.291666667,0.9,0.306166667,1.291666667,2.858333333,0.4385,0.442083333,0.466666667,0.666666667,0.50275,0.741666667,1.725,2.475,2.025,0.458333333,0.141666667,0.975,1.375,3.9,15.12166667,2003,2,32,LAL
1480,Antonis Fotsis,11.4,1.5,3.7,0.404,0.3,0.8,0.304,1.3,2.9,0.432,0.438,0.6,0.7,0.85,0.9,1.3,2.2,0.4,0.3,0.4,0.8,0.8,3.9,18.72,2001,2,48,MEM
1482,Chris Singleton,15.96666667,1.466666667,3.866666667,0.375666667,0.366666667,1.1,0.302666667,1.1,2.766666667,0.393,0.421,0.633333333,0.966666667,0.657666667,0.766666667,2.233333333,2.966666667,0.5,0.733333333,0.333333333,0.7,1.966666667,3.9,14.83333333,2011,1,18,WAS
1489,Brian Cook,10.28666667,1.5,3.84,0.3704,0.48,1.473333333,0.314133333,1.006666667,2.36,0.393066667,0.434333333,0.393333333,0.486666667,0.772466667,0.513333333,1.513333333,2.033333333,0.426666667,0.24,0.24,0.526666667,1.466666667,3.873333333,18.748,2003,1,24,LAL
1496,Anthony Brown,12.62,1.5,3.78,0.491,0.7,2.02,0.4256,0.82,1.78,0.3576,0.6468,0.12,0.14,0.17,0.54,1.82,2.36,0.82,0.32,0.08,0.42,1,3.84,23.492,2015,2,34,LAL
1498,Luke Harangody,12.925,1.525,4.05,0.37725,0.325,1.35,0.2325,1.225,2.75,0.43825,0.413,0.425,0.575,0.721,0.875,2.05,2.9,0.575,0.3,0.3,0.3,1.45,3.825,17.8975,2010,2,52,BOS
1499,Ekpe Udoh,15.58888889,1.466666667,3.244444444,0.467333333,0,0.011111111,0,1.466666667,3.233333333,0.469111111,0.467333333,0.911111111,1.266666667,0.719555556,1.233333333,1.811111111,3.077777778,0.7,0.5,1.177777778,0.633333333,2.011111111,3.822222222,17.75333333,2010,1,6,GSW
1502,A.J. Guyton,12.36666667,1.466666667,4.4,0.255666667,0.6,1.766666667,0.255,0.8,2.633333333,0.254,0.310666667,0.333333333,0.366666667,0.549333333,0.2,0.5,0.7,1.566666667,0.333333333,0.133333333,0.666666667,0.533333333,3.8,15.36,2000,2,32,CHI
1503,Deyonta Davis,11.63333333,1.666666667,2.666666667,0.600333333,0,0.033333333,0,1.666666667,2.633333333,0.611,0.600333333,0.533333333,0.833333333,0.607666667,0.966666667,2.266666667,3.233333333,0.433333333,0.2,0.566666667,0.333333333,1.466666667,3.8,20.18333333,2016,2,31,BOS
1506,Miles Plumlee,13.44545455,1.672727273,3.118181818,0.516727273,0,0,0,1.672727273,3.118181818,0.516727273,0.516727273,0.5,0.890909091,0.567545455,1.281818182,2.209090909,3.490909091,0.481818182,0.381818182,0.563636364,0.709090909,1.363636364,3.8,18.49,2012,1,26,IND
1507,Mitch McGary,9.4,1.7,3.2,0.5055,0,0.15,0,1.7,3.05,0.5595,0.5055,0.5,0.9,0.5125,0.95,2.1,3.05,0.3,0.3,0.3,0.7,1.4,3.8,20.775,2014,1,21,OKC
1509,Anfernee Simons,7.1,1.4,3.2,0.444,0.5,1.5,0.345,0.9,1.7,0.529,0.524,0.5,0.8,0.563,0.2,0.5,0.7,0.7,0.1,0,0.6,0.5,3.8,24.14,2018,1,24,POR
1518,Nando De Colo,11.025,1.375,3.275,0.41825,0.4,1.1,0.35125,0.975,2.125,0.45225,0.47875,0.625,0.675,0.87475,0.3,1.35,1.625,1.525,0.5,0.1,0.825,1.075,3.75,19.9175,2009,2,53,SAS
1520,Dan Gadzuric,13.01666667,1.591666667,3.433333333,0.430083333,0,0,0,1.591666667,3.408333333,0.431916667,0.430083333,0.533333333,1.175,0.421333333,1.533333333,2.325,3.866666667,0.325,0.416666667,0.758333333,0.666666667,2.275,3.733333333,17.67083333,2002,2,34,MIL
1523,Semih Erden,14.2,1.375,2.85,0.4925,0,0,0,1.375,2.85,0.4925,0.4925,1,1.5,0.65625,0.975,1.825,2.8,0.4,0.425,0.55,0.7,2.525,3.725,14.53,2008,2,60,BOS
1526,Kedrick Brown,13.65,1.433333333,3.416666667,0.4,0.4,1.233333333,0.234833333,1.066666667,2.183333333,0.5085,0.443333333,0.466666667,0.683333333,0.652166667,0.616666667,1.733333333,2.333333333,0.816666667,0.566666667,0.15,0.483333333,1.15,3.716666667,16.90333333,2001,1,11,BOS
1527,Furkan Korkmaz,9.9,1.3,3.55,0.343,0.7,2.1,0.31,0.65,1.45,0.389,0.4355,0.45,0.6,0.659,0.2,1.25,1.5,0.7,0.35,0.05,0.3,1.1,3.7,18.93,2016,1,26,PHI
1528,Hamidou Diallo,10.3,1.5,3.2,0.455,0.1,0.5,0.167,1.4,2.8,0.504,0.467,0.7,1.2,0.61,0.7,1.2,1.9,0.3,0.4,0.2,0.5,1.5,3.7,19.11,2018,2,45,BRK
