,Player,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
0,Michael Jordan,37.97,10.96,22.81,0.4797,0.73,2.01,0.3329,10.24,20.8,0.492,0.4953,5.99,7.28,0.8231,1.39,4.89,6.3,4.98,2.09,0.66,2.43,2.36,28.63,39.764
1,LeBron James,38.49375,9.88125,19.5875,0.506375,1.45,4.20625,0.3435,8.4375,15.36875,0.5519375,0.5434375,5.9375,8.1,0.7339375,1.20625,6.24375,7.425,7.2375,1.6125,0.75625,3.48125,1.8375,27.15625,38.455
2,Kevin Durant,36.61666667,9.175,18.56666667,0.495166667,1.9,4.95,0.379666667,7.283333333,13.63333333,0.539,0.546,6.616666667,7.516666667,0.879583333,0.708333333,6.358333333,7.075,4.125,1.1,1.116666667,3.091666667,1.883333333,26.88333333,37.04666667
3,Karl Malone,37.36666667,9.033333333,17.54666667,0.5132,0.046666667,0.233333333,0.233933333,8.973333333,17.30666667,0.516333333,0.515066667,6.886666667,9.046666667,0.760666667,2.22,7.773333333,9.98,3.88,1.4,0.786666667,2.946666667,2.933333333,25.04666667,35.304
4,James Harden,34.08,7.15,16.09,0.4434,2.63,7.22,0.3664,4.52,8.89,0.5072,0.5247,7.28,8.51,0.8526,0.75,4.44,5.19,6.15,1.55,0.49,3.6,2.57,24.22,35.806
5,Kobe Bryant,35.77,8.45,19.04,0.4414,1.3,4.06,0.3177,7.15,14.975,0.47345,0.4762,6.01,7.185,0.83495,1.065,4.12,5.2,4.76,1.41,0.46,3.13,2.44,24.2,33.306
6,Allen Iverson,39.33,8.365,19.54,0.4337,0.965,3.1,0.34105,7.405,16.445,0.45465,0.45755,6.465,8.32,0.7671,0.725,2.66,3.375,5.895,1.855,0.155,3.415,1.785,24.16,30.5725
7,Carmelo Anthony,35.51111111,8.483333333,18.93333333,0.445888889,1.344444444,3.833333333,0.339722222,7.138888889,15.09444444,0.471555556,0.482666667,5.472222222,6.716666667,0.806722222,1.65,4.894444444,6.544444444,2.883333333,0.977777778,0.511111111,2.561111111,2.9,23.76111111,32.59833333
8,Damian Lillard,36.25714286,7.8,18.04285714,0.433285714,2.785714286,7.471428571,0.368571429,5.085714286,10.54285714,0.479714286,0.509857143,5.242857143,5.9,0.884857143,0.628571429,3.542857143,4.171428571,6.357142857,0.985714286,0.328571429,2.771428571,2.028571429,23.64285714,33.95428571
9,Anthony Davis,34.44285714,8.871428571,17.12857143,0.517,0.385714286,1.257142857,0.228428571,8.471428571,15.91428571,0.531857143,0.527142857,5.457142857,6.885714286,0.789857143,2.6,7.914285714,10.51428571,2.142857143,1.385714286,2.385714286,1.857142857,2.385714286,23.57142857,38.90142857
10,Joel Embiid,29.8,7.9,16.43333333,0.477666667,1.133333333,3.566666667,0.325,6.7,12.9,0.519,0.513,6.7,8.466666667,0.785333333,2.266666667,8.566666667,10.8,3,0.733333333,2.066666667,3.666666667,3.4,23.53333333,40.93666667
11,Dominique Wilkins,32.91,8.36,18.59,0.4431,1.04,3.31,0.3119,7.33,15.29,0.4699,0.4711,5.33,6.47,0.811,2.42,3.91,6.32,2.43,1.05,0.42,2.22,1.62,23.11,34.785
12,Stephen Curry,33.88,7.99,16.7,0.478,3.51,8.05,0.4379,4.46,8.65,0.5195,0.581,3.58,3.96,0.897,0.71,3.79,4.47,6.47,1.69,0.24,3.07,2.46,23.06,36.284
13,Russell Westbrook,34.38181818,8.1,18.63636364,0.433818182,1.145454545,3.736363636,0.300454545,6.945454545,14.90909091,0.465363636,0.462909091,5.718181818,7.127272727,0.797363636,1.663636364,5.327272727,6.990909091,8.336363636,1.754545455,0.318181818,4.054545455,2.5,23.03636364,37.43
14,Karl-Anthony Towns,34.425,8.5,15.875,0.53675,1.225,3.15,0.38225,7.275,12.75,0.572,0.57475,4.025,4.825,0.83425,3.175,8.7,11.875,2.625,0.775,1.5,2.45,3.3,22.275,35.6825
15,DeMarcus Cousins,32.26363636,7.781818182,16.93636364,0.460272727,0.9,2.627272727,0.254090909,6.9,14.29090909,0.484727273,0.485090909,5.663636364,7.6,0.741272727,2.581818182,8.372727273,10.95454545,3.536363636,1.427272727,1.263636364,3.554545455,3.872727273,22.15454545,36.43090909
16,Donovan Mitchell,33.55,8.05,18.55,0.4345,2.4,6.85,0.351,5.65,11.7,0.485,0.4995,3.55,4.45,0.8055,0.75,3.2,3.9,3.95,1.45,0.35,2.75,2.7,22.15,32.225
17,Shaquille O'Neal,33.47142857,8.766666667,15.02857143,0.587428571,0,0.00952381,0.023809524,8.761904762,15.01904762,0.588,0.58747619,4.542857143,8.714285714,0.52052381,3.304761905,7.09047619,10.38571429,2.347619048,0.585714286,2.095238095,2.719047619,3.466666667,22.09047619,34.27238095
18,Kyrie Irving,33.575,8.1125,17.4375,0.46475,2.0625,5.3,0.38675,6.05,12.125,0.499375,0.5235,3.7875,4.3375,0.875375,0.7625,2.875,3.65,5.6375,1.3125,0.35,2.65,2.2,22.0625,34.05875
19,Devin Booker,33.05,7.55,17.2,0.43625,2,5.65,0.35375,5.525,11.575,0.47675,0.49425,4.75,5.575,0.854,0.525,3.05,3.575,4.375,0.825,0.275,3.225,3.075,21.85,30.14
20,Blake Griffin,34.70909091,8.090909091,16.56363636,0.489909091,0.863636364,2.545454545,0.303181818,7.218181818,14.02727273,0.512818182,0.515090909,4.645454545,6.554545455,0.714545455,1.963636364,6.618181818,8.572727273,4.772727273,0.845454545,0.472727273,2.627272727,2.790909091,21.68181818,33.45363636
21,Larry Bird,38.06666667,8.366666667,18,0.464333333,1.133333333,2.9,0.376,7.266666667,15.1,0.480666667,0.495666667,3.433333333,3.766666667,0.915666667,1.033333333,8.166666667,9.2,7.166666667,1.366666667,0.833333333,3.033333333,2.033333333,21.3,32.67666667
22,Charles Barkley,36.19090909,7.581818182,14.7,0.513363636,0.6,2.145454545,0.256,7,12.56363636,0.554454545,0.532909091,5.536363636,7.6,0.724,3.609090909,7.9,11.52727273,4.127272727,1.427272727,0.563636364,2.772727273,2.690909091,21.3,34.01909091
23,Luka Dončić,32.2,7,16.5,0.427,2.3,7.1,0.327,4.7,9.3,0.503,0.497,4.8,6.7,0.713,1.2,6.6,7.8,6,1.1,0.3,3.4,1.9,21.2,35.44
24,Clyde Drexler,35.84545455,7.463636364,16.39090909,0.454545455,1.345454545,4.081818182,0.325454545,6.090909091,12.3,0.495272727,0.497181818,4.618181818,5.754545455,0.798272727,2.154545455,4.227272727,6.372727273,5.5,1.818181818,0.645454545,2.590909091,2.836363636,20.89090909,33.20454545
25,Dwyane Wade,32.65555556,7.605555556,15.96111111,0.4735,0.5,1.722222222,0.275777778,7.105555556,14.22777778,0.495777778,0.4895,4.988888889,6.538888889,0.756277778,1.116666667,3.411111111,4.527777778,5.155555556,1.472222222,0.816666667,3.05,2.172222222,20.69444444,32.715
26,David Robinson,33.83571429,7.25,14.03571429,0.513,0.014285714,0.085714286,0.119428571,7.228571429,13.93571429,0.514571429,0.513642857,5.978571429,8.228571429,0.723,3.114285714,7.314285714,10.43571429,2.371428571,1.371428571,2.828571429,2.35,2.778571429,20.49285714,35.46142857
27,Mitch Richmond,34.95384615,7.246153846,16.06923077,0.447692308,1.4,3.661538462,0.370692308,5.861538462,12.41538462,0.467076923,0.490538462,4.546153846,5.323076923,0.863153846,0.761538462,2.876923077,3.630769231,3.376923077,1.253846154,0.253846154,2.553846154,2.523076923,20.47692308,27.60230769
28,Goran Dragic,33.7,7.3,15.4,0.475,1.6,4,0.405,5.7,11.4,0.499,0.527,4.1,5.2,0.79,0.8,3,3.8,5.8,1.2,0.2,2.9,2.7,20.3,30.84
29,Hakeem Olajuwon,34.73076923,8.153846154,16.08461538,0.502,0.023076923,0.115384615,0.123923077,8.123076923,15.95384615,0.504230769,0.502615385,3.915384615,5.330769231,0.713769231,2.630769231,7.730769231,10.36153846,2.546153846,1.623076923,2.946153846,2.830769231,3.238461538,20.23076923,32.93692308
30,Dirk Nowitzki,33.00952381,7.133333333,15.21904762,0.463,1.29047619,3.4,0.374714286,5.861904762,11.82857143,0.49047619,0.507666667,4.561904762,5.20952381,0.870714286,0.933333333,6.423809524,7.347619048,2.338095238,0.785714286,0.819047619,1.604761905,2.338095238,20.10952381,31
31,DeMar DeRozan,34.14,7.09,15.77,0.4524,0.44,1.57,0.2549,6.67,14.21,0.4699,0.4654,5.22,6.29,0.822,0.74,3.5,4.24,3.38,0.99,0.31,2.03,2.22,19.84,28.434
32,Kemba Walker,33.9375,6.8,16.3125,0.412875,2.0625,5.8,0.34675,4.725,10.5,0.448,0.4745,3.9125,4.7,0.831625,0.575,3.25,3.8125,5.4375,1.3125,0.3875,2.1375,1.5125,19.575,31.30125
33,LaMarcus Aldridge,34.34615385,7.884615385,16.08461538,0.492692308,0.115384615,0.438461538,0.207615385,7.769230769,15.64615385,0.498307692,0.496153846,3.584615385,4.423076923,0.804461538,2.707692308,5.669230769,8.369230769,1.938461538,0.723076923,1.076923077,1.576923077,2.476923077,19.51538462,30.50153846
34,Brad Daugherty,36.96,7.02,13.26,0.5264,0,0,0.1,7.02,13.26,0.5272,0.5264,5.38,7.06,0.7624,2.34,7.82,10.16,3.5,0.82,0.74,2.46,2.62,19.42,28.936
35,Andrew Wiggins,35.92,7.14,16.3,0.4396,1.1,3.24,0.3272,6.08,13,0.4656,0.4722,3.98,5.44,0.7246,1.24,3.02,4.28,2.18,1.02,0.58,2.06,2.12,19.4,26.304
36,Chris Bosh,35.72307692,7.015384615,14.24615385,0.491615385,0.392307692,1.153846154,0.299846154,6.607692308,13.08461538,0.505846154,0.505461538,4.976923077,6.230769231,0.795461538,2.084615385,6.353846154,8.438461538,2.046153846,0.815384615,1.015384615,2.030769231,2.376923077,19.39230769,28.65307692
37,Klay Thompson,32.8875,7.3,15.8875,0.458125,2.9125,6.925,0.419,4.375,8.95,0.48875,0.548625,1.8875,2.225,0.84525,0.45,3.0125,3.4375,2.3,0.9,0.5375,1.7125,2.125,19.3875,28.53375
38,Reggie Lewis,36.25,7.825,15.95,0.49,0.1,0.375,0.20375,7.75,15.65,0.4955,0.49225,3.625,4.3,0.838,1.35,3.325,4.675,2.825,1.325,1.05,1.7,2.975,19.325,27.8025
39,Bradley Beal,34.07142857,7.114285714,15.84285714,0.446,2.128571429,5.557142857,0.387714286,4.985714286,10.3,0.479714286,0.513285714,2.928571429,3.657142857,0.792571429,0.8,3.085714286,3.885714286,3.6,1.128571429,0.371428571,2.1,2.2,19.28571429,28.40285714
40,Ray Allen,35.96,6.75,14.985,0.4512,2.33,5.9,0.39695,4.4,9.09,0.48805,0.53115,3.48,3.875,0.8975,0.965,3.185,4.155,3.51,1.155,0.18,2.15,2.25,19.285,26.773
41,Bernard King,27.9,7.533333333,15.63333333,0.491,0.066666667,0.366666667,0.210666667,7.466666667,15.26666667,0.498333333,0.494333333,4.066666667,5.233333333,0.759,1.5,2.633333333,4.1,3.266666667,0.6,0.166666667,2.566666667,2.466666667,19.26666667,30.74
42,Trae Young,30.9,6.5,15.5,0.418,1.9,6,0.324,4.6,9.6,0.477,0.48,4.2,5.1,0.829,0.8,2.9,3.7,8.1,0.9,0.2,3.8,1.7,19.1,33.04
43,John Wall,35.6,6.888888889,15.91111111,0.432222222,0.944444444,2.988888889,0.292888889,5.922222222,12.92222222,0.458222222,0.461222222,4.3,5.566666667,0.773777778,0.577777778,3.677777778,4.244444444,9.1,1.644444444,0.744444444,3.8,2.244444444,19.02222222,30.91222222
44,Patrick Ewing,31.67857143,7.35,14.97142857,0.451571429,0.021428571,0.128571429,0.106928571,7.35,14.84285714,0.453357143,0.451928571,4.228571429,5.757142857,0.735714286,2.05,7.264285714,9.314285714,1.657142857,0.771428571,2.135714286,2.607142857,2.971428571,18.98571429,29.46571429
45,Giannis Antetokounmpo,32.73333333,6.9,13.23333333,0.5065,0.483333333,1.733333333,0.266333333,6.433333333,11.51666667,0.541,0.527333333,4.666666667,6.283333333,0.7345,1.616666667,6.733333333,8.35,4.15,1.216666667,1.333333333,2.65,2.983333333,18.98333333,31.44833333
46,Paul Pierce,33.18947368,6.226315789,14.01052632,0.441578947,1.573684211,4.268421053,0.368105263,4.657894737,9.742105263,0.478894737,0.503157895,4.894736842,6.089473684,0.804947368,0.8,4.647368421,5.436842105,3.357894737,1.257894737,0.531578947,2.536842105,2.663157895,18.93157895,27.76684211
47,Tim Duncan,33.88421053,7.331578947,14.51578947,0.504421053,0.010526316,0.115789474,0.138473684,7.315789474,14.41578947,0.507263158,0.505157895,4.194736842,6.015789474,0.701210526,2.752631579,8.021052632,10.76842105,3.010526316,0.747368421,2.157894737,2.410526316,2.347368421,18.88947368,32.37526316
48,Magic Johnson,34.73333333,5.7,12,0.474333333,1,2.833333333,0.361,4.7,9.166666667,0.509666667,0.515666667,6.4,7.233333333,0.884,1.4,5.033333333,6.433333333,10.3,1.266666667,0.333333333,3.633333333,1.833333333,18.76666667,33.49666667
49,Reggie Miller,34.9875,6.08125,12.95625,0.46625,1.94375,4.925,0.39275,4.125,8.025,0.51075,0.5429375,4.66875,5.23125,0.8956875,0.58125,2.4,2.9875,3.01875,1.08125,0.2,1.7375,1.9375,18.75625,26.621875
50,Reggie Theus,33.7,7,15.45,0.4535,0.45,1.6,0.3045,6.55,13.85,0.4695,0.469,4.3,5,0.852,0.95,1.95,2.85,5.05,0.9,0.3,3.05,2.75,18.75,27.13
51,Chris Webber,35.11052632,7.868421053,16.74736842,0.469894737,0.273684211,0.905263158,0.261157895,7.584210526,15.85789474,0.479421053,0.477631579,2.689473684,4.115789474,0.642947368,2.436842105,6.615789474,9.073684211,4.084210526,1.347368421,1.215789474,2.610526316,3.084210526,18.68947368,29.69947368
52,Stephon Marbury,37.05882353,6.670588235,15.51764706,0.425588235,1.135294118,3.464705882,0.315941176,5.558823529,12.05882353,0.455117647,0.462235294,4.211764706,5.370588235,0.763588235,0.670588235,2.235294118,2.9,7.641176471,1.223529412,0.147058824,2.935294118,2.341176471,18.68235294,26.85941176
53,Yao Ming,31.175,6.75,12.9625,0.5185,0,0,0.1875,6.7375,12.95,0.519,0.51875,5.0625,5.9875,0.8465,2.4,6.5,8.9125,1.55,0.3625,1.85,2.6125,3.1875,18.5625,30.2825
54,Kristaps Porziņģis,30.4,6.65,15.4,0.43,1.5,4.1,0.364,5.2,11.35,0.454,0.478,3.65,4.5,0.8155,1.55,5.4,6.95,1.25,0.75,2.15,1.8,2.85,18.5,31.75
55,Chris Paul,35.03571429,6.471428571,13.8,0.467285714,1.371428571,3.685714286,0.367642857,5.1,10.10714286,0.504,0.517428571,4.178571429,4.807142857,0.869928571,0.664285714,3.814285714,4.478571429,9.628571429,2.221428571,0.135714286,2.414285714,2.457142857,18.47142857,33.81857143
56,Latrell Sprewell,38.44615385,6.692307692,15.84615385,0.423,1.138461538,3.523076923,0.321846154,5.546153846,12.33076923,0.450153846,0.459153846,3.884615385,4.869230769,0.799846154,0.823076923,3.230769231,4.061538462,4,1.415384615,0.446153846,2.684615385,1.853846154,18.43076923,24.37
57,Kevin Love,31.92727273,5.990909091,13.90909091,0.432636364,1.672727273,4.672727273,0.335727273,4.318181818,9.218181818,0.467272727,0.491636364,4.727272727,5.727272727,0.825818182,2.890909091,8.563636364,11.45454545,2.263636364,0.681818182,0.445454545,1.945454545,2.172727273,18.33636364,32.42272727
58,Paul George,31.51111111,6.211111111,14.46666667,0.427777778,2.244444444,5.866666667,0.374222222,3.988888889,8.577777778,0.460333333,0.503222222,3.655555556,4.366666667,0.820111111,0.9,5.188888889,6.1,2.988888889,1.644444444,0.422222222,2.466666667,2.6,18.27777778,29.49
59,Kristaps Porzingis,32.8,6.7,14.9,0.45,1.7,4.8,0.357,5,10.2,0.493,0.507,3,3.8,0.786,1.7,5.5,7.2,1.5,0.7,2,1.8,3.7,18.1,28.97
60,Jamal Mashburn,36.4,6.561538462,15.96923077,0.410846154,1.230769231,3.630769231,0.343384615,5.323076923,12.33846154,0.433,0.451,3.646153846,4.784615385,0.759153846,1.169230769,4.153846154,5.307692308,3.576923077,0.984615385,0.192307692,2.430769231,2.507692308,18,24.65769231
61,Monta Ellis,34.72142857,6.935714286,15.5,0.446571429,0.864285714,2.764285714,0.305571429,6.071428571,12.75,0.4755,0.475214286,3.235714286,4.135714286,0.772285714,0.557142857,2.9,3.457142857,4.7,1.635714286,0.328571429,2.714285714,2.342857143,17.95714286,26.11142857
62,Rudy Gay,34.20588235,6.776470588,15.11764706,0.45,1.052941176,3.035294118,0.345352941,5.729411765,12.11176471,0.476529412,0.485,3.335294118,4.147058824,0.799176471,1.411764706,4.617647059,6.035294118,2.376470588,1.311764706,0.794117647,2.435294118,2.423529412,17.92941176,26.85176471
63,Dennis Schroder,31.5,6.9,15.4,0.451,1.3,3.7,0.34,5.7,11.6,0.487,0.493,2.8,3.2,0.855,0.5,2.6,3.1,6.3,0.9,0.2,3.3,1.9,17.9,28.71
64,Brook Lopez,30.56363636,6.827272727,13.57272727,0.501363636,0.509090909,1.481818182,0.118090909,6.318181818,12.1,0.530545455,0.523909091,3.6,4.654545455,0.777545455,2.172727273,4.090909091,6.245454545,1.436363636,0.527272727,1.672727273,1.781818182,2.654545455,17.75454545,30.16727273
65,Antawn Jamison,33.62777778,6.788888889,15.07222222,0.4475,1.038888889,3.038888889,0.332555556,5.761111111,12.04444444,0.478555556,0.4825,3.027777778,4.294444444,0.700222222,2.255555556,5.122222222,7.372222222,1.538888889,0.938888889,0.355555556,1.516666667,2.377777778,17.65,27.06111111
66,Victor Oladipo,33.15,6.483333333,14.73333333,0.439166667,1.6,4.533333333,0.348166667,4.916666667,10.2,0.479333333,0.492333333,3,3.816666667,0.785166667,0.616666667,4.1,4.7,4.033333333,1.7,0.5,2.516666667,2.366666667,17.58333333,28.045
67,James Worthy,32.68,7.38,15.58,0.468,0.3,1.08,0.2724,7.1,14.54,0.4818,0.4782,2.46,3.1,0.7888,1.34,2.96,4.3,3.42,1.12,0.38,1.78,1.52,17.5,28.008
68,Gilbert Arenas,31.95384615,5.676923077,14.16153846,0.396307692,1.723076923,5.138461538,0.330615385,3.976923077,9.030769231,0.440615385,0.458692308,4.376923077,5.561538462,0.778153846,0.623076923,2.976923077,3.615384615,5.253846154,1.353846154,0.269230769,2.8,2.838461538,17.48461538,27.06153846
69,Kyle Kuzma,32.15,6.6,14.5,0.453,1.95,5.8,0.3345,4.65,8.7,0.532,0.521,2.3,3.15,0.7295,1,4.85,5.9,2.15,0.6,0.4,1.85,2.25,17.4,26.775
70,Antoine Walker,35.15714286,6.771428571,16.35714286,0.413357143,1.5,4.642857143,0.321857143,5.257142857,11.71428571,0.451785714,0.462071429,2.321428571,3.764285714,0.599,2.142857143,5.628571429,7.764285714,3.421428571,1.192857143,0.571428571,2.807142857,2.8,17.37142857,25.96357143
71,Kawhi Leonard,29.9875,6.2875,12.7375,0.492875,1.325,3.575,0.37325,4.9625,9.1625,0.54075,0.545625,3.4375,4.0625,0.82825,1.2,4.95,6.1375,2.3625,1.8,0.7125,1.4875,1.6125,17.325,32.38
72,Joe Dumars,35.86,6.12,13.61,0.445,1.43,3.73,0.3799,4.68,9.87,0.4675,0.5056,3.45,4.03,0.8512,0.6,1.57,2.16,4.33,0.83,0.06,1.97,1.65,17.1,23.847
73,Isiah Thomas,35.22,6.5,15.1,0.4308,0.54,1.78,0.302,5.96,13.32,0.4476,0.4486,3.52,4.7,0.7536,0.84,2.34,3.18,8.26,1.52,0.18,3.64,2.5,17.1,26.806
74,Kevin Johnson,32.81,5.87,11.85,0.4971,0.25,0.76,0.3081,5.61,11.11,0.5072,0.508,5.13,6.12,0.8518,0.65,2.52,3.13,8.46,1.33,0.21,2.87,1.9,17.1,29.772
75,Dwight Howard,33.82666667,6.186666667,10.59333333,0.5864,0,0.046666667,0.1064,6.18,10.54,0.589,0.5868,4.686666667,8.286666667,0.565466667,3.46,8.94,12.39333333,1.4,0.946666667,1.84,2.853333333,3.253333333,17.08666667,28.62533333
76,Tracy McGrady,30,6.223529412,14.51176471,0.424529412,1.029411765,3.076470588,0.336235294,5.205882353,11.41764706,0.447529412,0.456705882,3.605882353,4.823529412,0.733411765,1.205882353,3.835294118,5.041176471,4.1,1.058823529,0.776470588,1.970588235,1.605882353,17.07058824,29.74235294
77,Vince Carter,30.668,6.236,14.244,0.42944,1.46,3.932,0.36668,4.776,10.3,0.45812,0.48996,3.148,3.972,0.78604,1.088,3.208,4.312,3.076,1.032,0.572,1.688,2.66,17.064,27.7388
78,Eric Gordon,33.13636364,5.790909091,13.5,0.428636364,2.181818182,5.936363636,0.364727273,3.627272727,7.536363636,0.477727273,0.510818182,3.272727273,4.045454545,0.811545455,0.409090909,2.090909091,2.5,3.027272727,0.972727273,0.318181818,2.1,2,17.02727273,24.85818182
79,Allan Houston,33.38333333,6.225,14.09166667,0.439416667,1.541666667,3.85,0.396,4.675,10.24166667,0.4555,0.494833333,2.983333333,3.466666667,0.859083333,0.408333333,2.366666667,2.775,2.35,0.666666667,0.158333333,2.05,2.408333333,16.99166667,22.82416667
80,Jimmy Butler,32.54,5.63,12.31,0.4508,0.96,2.82,0.3316,4.66,9.53,0.484,0.4879,4.73,5.66,0.8235,1.49,3.39,4.86,3.51,1.66,0.51,1.43,1.49,16.95,29.104
81,Lauri Markkanen,31,6.05,14,0.432,2.2,6.15,0.3615,3.85,7.85,0.488,0.512,2.7,3.1,0.8575,1.3,6.95,8.25,1.3,0.65,0.6,1.4,1.9,16.95,28.99
82,Isaiah Thomas,27.20833333,5.366666667,12.93333333,0.412416667,1.825,5.358333333,0.340416667,3.566666667,7.583333333,0.463666667,0.482583333,4.208333333,4.841666667,0.85475,0.533333333,1.758333333,2.283333333,4.666666667,0.775,0.091666667,2.408333333,2.016666667,16.75,30.09416667
83,Amar'e Stoudemire,28.1875,6.23125,11.80625,0.529125,0.025,0.1375,0.126125,6.21875,11.6625,0.5330625,0.53,4.23125,5.5375,0.761,2.24375,4.88125,7.125,1.0875,0.675,1.09375,2,2.9375,16.74375,29.546875
84,Collin Sexton,31.8,6.3,14.7,0.43,1.5,3.6,0.402,4.9,11.1,0.44,0.48,2.6,3.1,0.839,0.7,2.2,2.9,3,0.5,0.1,2.3,2.3,16.7,23.99
85,Nikola Jokic,27.9,6.8,11.7,0.578,0.6,1.9,0.324,6.2,9.8,0.628,0.605,2.6,3.1,0.825,2.9,6.9,9.8,4.9,0.8,0.8,2.3,2.9,16.7,36.47
86,Zach LaVine,30.34,6,13.68,0.4366,1.7,4.58,0.3664,4.32,9.1,0.471,0.4974,3,3.66,0.8232,0.42,3.08,3.52,3.44,0.88,0.22,2.28,2.24,16.68,26.446
87,Zach Randolph,30.76315789,6.631578947,14.15789474,0.469368421,0.226315789,0.815789474,0.214947368,6.415789474,13.35789474,0.48,0.477105263,3.163157895,4.142105263,0.754,2.905263158,6.2,9.110526316,1.810526316,0.763157895,0.257894737,2.015789474,2.331578947,16.67894737,28.79631579
88,Shareef Abdur-Rahim,32.45,6.007142857,12.82857143,0.454928571,0.171428571,0.542857143,0.266071429,5.835714286,12.26428571,0.462357143,0.460928571,4.464285714,5.457142857,0.8295,2.157142857,4.885714286,7.028571429,2.35,0.928571429,0.692857143,2.364285714,2.685714286,16.64285714,25.72785714
89,Roy Tarpley,31.8,6.966666667,14.13333333,0.491333333,0.033333333,0.2,0.092666667,6.933333333,13.9,0.497,0.492666667,2.666666667,3.2,0.827,3.333333333,7.433333333,10.76666667,1.666666667,1.266666667,1.466666667,2.4,3.466666667,16.6,29.81333333
90,Richard Hamilton,31.44285714,6.328571429,14.14285714,0.445714286,0.592857143,1.707142857,0.344428571,5.735714286,12.42857143,0.459142857,0.467,3.357142857,3.928571429,0.843857143,0.835714286,2.171428571,3.014285714,3.371428571,0.75,0.135714286,2.114285714,2.464285714,16.58571429,24.97357143
91,Chris Mullin,31.46666667,6.133333333,12.21666667,0.487083333,1.108333333,2.675,0.399083333,5.058333333,9.541666667,0.50775,0.544,3.158333333,3.666666667,0.861333333,0.95,3.133333333,4.075,3.216666667,1.416666667,0.608333333,2.25,1.908333333,16.51666667,26.37666667
92,Dino Rađa,33.425,6.725,13.85,0.48775,0,0,0,6.725,13.825,0.48825,0.48775,2.975,4.125,0.73075,2.15,6.4,8.525,1.65,0.9,1.375,2.325,3.25,16.5,25.95
93,Kevin Martin,29.23125,5.0875,11.96875,0.420125,1.4875,3.96875,0.3601875,3.625,8.0125,0.44725,0.4804375,4.80625,5.49375,0.8655,0.5375,2.5125,3.05,1.875,0.84375,0.10625,1.63125,1.8375,16.48125,25.768125
94,Jason Richardson,33.2,6.223529412,14.18235294,0.436,1.923529412,5.117647059,0.372764706,4.288235294,9.070588235,0.472058824,0.505588235,2.047058824,2.864705882,0.711352941,1.111764706,3.570588235,4.664705882,2.435294118,1.129411765,0.376470588,1.558823529,2.194117647,16.41176471,25.58294118
95,CJ McCollum,28,6.266666667,13.81666667,0.447,1.866666667,4.666666667,0.396833333,4.416666667,9.133333333,0.474833333,0.5175,2,2.4,0.796333333,0.566666667,2.383333333,2.933333333,2.666666667,0.833333333,0.3,1.633333333,2.016666667,16.38333333,26.99166667
96,Ben Simmons,33.95,6.75,12.25,0.554,0,0.1,0,6.75,12.15,0.5585,0.554,2.85,4.8,0.58,2,6.45,8.45,7.95,1.55,0.85,3.45,2.6,16.35,30.665
97,D'Angelo Russell,28.2,6.1,14.625,0.41575,2.125,6.075,0.349,3.95,8.525,0.46325,0.4885,2.025,2.65,0.75975,0.6,3.075,3.675,5.075,1.15,0.275,2.875,1.875,16.35,30.0425
98,Brandon Roy,33.3,5.933333333,13.36666667,0.4295,0.833333333,2.65,0.292833333,5.116666667,10.73333333,0.468166667,0.457833333,3.633333333,4.566666667,0.7905,0.95,2.983333333,3.933333333,4.483333333,0.95,0.2,1.716666667,1.783333333,16.33333333,25.89
99,Deandre Ayton,30.7,7.2,12.3,0.585,0,0.1,0,7.2,12.2,0.588,0.585,2,2.7,0.746,3.1,7.1,10.3,1.8,0.9,0.9,1.8,2.9,16.3,30.35
100,Carlos Boozer,31.34615385,6.8,13.05384615,0.520230769,0,0.007692308,0.012846154,6.8,13.03846154,0.520769231,0.520307692,2.661538462,3.723076923,0.718615385,2.384615385,7.092307692,9.476923077,2.276923077,0.892307692,0.392307692,2.123076923,3.069230769,16.26923077,27.70076923
101,Derrick Rose,28.975,6.258333333,14.20833333,0.44025,0.775,2.533333333,0.273583333,5.508333333,11.675,0.469083333,0.465083333,2.925,3.508333333,0.844,0.75,2.183333333,2.95,4.566666667,0.625,0.283333333,2.416666667,1.15,16.2,27.61083333
102,Nikola Jokić,28.53333333,6.066666667,12.03333333,0.507333333,0.966666667,2.733333333,0.345333333,5.133333333,9.3,0.549333333,0.544666667,3,3.666666667,0.827333333,2.6,6.933333333,9.5,5.266666667,1.2,0.7,2.4,2.766666667,16.2,34.68666667
103,Kevin Garnett,32.2173913,6.565217391,13.23043478,0.496608696,0.095652174,0.373913043,0.204347826,6.482608696,12.86086957,0.50326087,0.499652174,2.913043478,3.713043478,0.774695652,1.973913043,7.382608696,9.343478261,3.373913043,1.230434783,1.265217391,1.956521739,2.426086957,16.16521739,28.93913043
104,Michael Redd,28.1,5.675,13.00833333,0.421666667,1.391666667,3.858333333,0.32875,4.283333333,9.166666667,0.459083333,0.473083333,3.366666667,4.091666667,0.80525,0.816666667,2.383333333,3.208333333,1.908333333,0.816666667,0.108333333,1.3,1.35,16.15833333,26.865
