,Player,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
223,Xavier McDaniel,26.34,5.49,11.46,0.4582,0.06,0.26,0.1605,5.42,11.19,0.4639,0.4611,1.98,2.71,0.7143,1.88,3.45,5.36,1.8,0.79,0.41,1.8,2.7,12.99,23.498
224,Reggie Jackson,25.62,4.88,11.39,0.4221,1.05,3.26,0.3083,3.82,8.16,0.4707,0.4676,2.17,2.54,0.8513,0.56,2.55,3.12,4.78,0.71,0.1,2.04,1.98,12.97,26.029
225,Dražen Petrović,22,4.983333333,9.916666667,0.4925,0.666666667,1.6,0.374333333,4.3,8.35,0.509333333,0.521833333,2.35,2.816666667,0.816166667,0.8,1.25,2.016666667,2.016666667,0.8,0.05,1.716666667,2.35,12.95,27.75666667
226,Bogdan Bogdanović,27.85,4.8,11.1,0.432,1.8,4.75,0.376,3,6.35,0.4735,0.5125,1.6,1.9,0.8335,0.5,2.7,3.2,3.55,0.95,0.2,1.65,2.1,12.95,24.795
227,Zydrunas Ilgauskas,27.39230769,4.984615385,10.40769231,0.478384615,0.030769231,0.123076923,0.129615385,4.938461538,10.29230769,0.480076923,0.480384615,2.953846154,3.907692308,0.760692308,2.876923077,4.453846154,7.338461538,1.092307692,0.515384615,1.530769231,1.792307692,3.384615385,12.93846154,25.55230769
228,Jim Jackson,31.15416667,4.870833333,11.67083333,0.405791667,0.958333333,2.6625,0.345125,3.920833333,8.995833333,0.422833333,0.451625,2.25,2.741666667,0.791958333,1.175,3.195833333,4.370833333,3.154166667,0.8125,0.2,2.358333333,2.204166667,12.9375,20.09416667
229,Kendall Gill,30.67647059,5.023529412,11.61764706,0.427647059,0.347058824,1.123529412,0.272176471,4.682352941,10.47647059,0.442411765,0.442470588,2.552941176,3.347058824,0.760470588,1.3,2.841176471,4.129411765,3.2,1.552941176,0.423529412,1.811764706,2.605882353,12.93529412,23.07352941
230,Malcolm Brogdon,28.3,4.966666667,10.23333333,0.482333333,1.3,3.266666667,0.405,3.633333333,6.966666667,0.518666667,0.546666667,1.766666667,1.966666667,0.891666667,0.7,2.833333333,3.533333333,3.533333333,0.9,0.233333333,1.433333333,2.066666667,12.93333333,24.99333333
231,Wesley Matthews,31.92307692,4.369230769,10.76153846,0.405153846,2.1,5.669230769,0.367461538,2.292307692,5.107692308,0.443846154,0.500538462,2.084615385,2.546153846,0.821153846,0.507692308,2.384615385,2.892307692,2.261538462,1.023076923,0.238461538,1.292307692,2.153846154,12.92307692,20.73
232,Mookie Blaylock,33.95384615,5.092307692,12.54615385,0.401615385,1.361538462,4.053846154,0.307615385,3.746153846,8.461538462,0.437384615,0.454769231,1.369230769,1.846153846,0.718153846,1.084615385,2.884615385,3.976923077,6.453846154,2.230769231,0.330769231,2.269230769,1.846153846,12.9,24.60846154
233,Jason Terry,29.05263158,4.721052632,10.66315789,0.435,1.6,4.2,0.377894737,3.131578947,6.468421053,0.477947368,0.520210526,1.863157895,2.210526316,0.835315789,0.342105263,1.905263158,2.247368421,3.689473684,1.110526316,0.189473684,1.647368421,1.789473684,12.88421053,22.47473684
234,Derek Harper,31.35,4.883333333,11.18333333,0.43475,1.1,3.025,0.360083333,3.791666667,8.15,0.463083333,0.48575,1.991666667,2.7,0.730166667,0.466666667,1.683333333,2.141666667,4.966666667,1.466666667,0.175,1.916666667,2.225,12.86666667,22.61666667
235,Ricky Davis,28.725,4.90625,11.03125,0.4421875,0.7,2.05625,0.355625,4.20625,9.00625,0.459375,0.4735,2.3375,3.0125,0.7715625,0.73125,2.69375,3.41875,3.2875,0.96875,0.25,2.075,1.90625,12.85625,22.545
236,Enes Kanter,23.54166667,5.233333333,9.7,0.540166667,0.1,0.325,0.324416667,5.133333333,9.375,0.547916667,0.545166667,2.225,2.866666667,0.775416667,3.241666667,4.958333333,8.2,0.958333333,0.441666667,0.425,1.658333333,2.325,12.83333333,29.24333333
237,Mike Bibby,31.58947368,4.742105263,11.16842105,0.408368421,1.452631579,3.931578947,0.357473684,3.273684211,7.252631579,0.424263158,0.479578947,1.889473684,2.384210526,0.727789474,0.452631579,2.478947368,2.921052632,5.126315789,1.068421053,0.121052632,1.973684211,1.942105263,12.83157895,21.84315789
238,Brandon Knight,27.46363636,4.590909091,11.4,0.390818182,1.5,4.4,0.335818182,3.081818182,7.018181818,0.435545455,0.457,2.145454545,2.590909091,0.816454545,0.436363636,2.336363636,2.781818182,3.654545455,0.827272727,0.154545455,2.118181818,1.863636364,12.82727273,22.72545455
239,Larry Hughes,28.86666667,4.633333333,11.68571429,0.388047619,0.795238095,2.442857143,0.296190476,3.847619048,9.238095238,0.406238095,0.423666667,2.766666667,3.595238095,0.761190476,0.852380952,2.885714286,3.757142857,2.857142857,1.39047619,0.328571429,1.966666667,2.09047619,12.80952381,22.77714286
240,Dario Saric,26.3,4.7,11.4,0.411,1.3,4.2,0.311,3.4,7.2,0.469,0.468,2.1,2.7,0.782,1.4,5,6.3,2.2,0.7,0.4,2.3,2,12.8,25.17
241,Kevin Knox,28.8,4.5,12.2,0.37,1.7,4.9,0.343,2.8,7.3,0.387,0.438,2.2,3,0.717,0.8,3.7,4.5,1.1,0.6,0.3,1.5,2.3,12.8,21.42
242,Julius Randle,25.66,4.88,9.92,0.4664,0.26,0.9,0.2228,4.62,9.04,0.483,0.477,2.76,4.2,0.5774,1.7,5.4,7.1,2.22,0.52,0.4,2.1,2.82,12.8,23.116
243,Cedric Ceballos,23.64117647,4.964705882,10.32941176,0.475529412,0.458823529,1.564705882,0.252352941,4.488235294,8.758823529,0.511294118,0.500294118,2.364705882,3.152941176,0.765705882,1.788235294,3.358823529,5.141176471,1.170588235,0.670588235,0.341176471,1.6,1.847058824,12.76470588,27.32647059
244,Myles Turner,27.75,4.925,9.95,0.49375,0.625,1.65,0.32675,4.325,8.3,0.5205,0.5235,2.25,2.9,0.76225,1.4,5.2,6.6,1.225,0.675,2,1.325,2.825,12.7,25.975
245,Serge Ibaka,29.03333333,5.258333333,10.375,0.510333333,0.8,2.125,0.341333333,4.458333333,8.241666667,0.540333333,0.543916667,1.425,1.85,0.7755,2.058333333,5.141666667,7.2,0.733333333,0.441666667,2.058333333,1.325,2.85,12.68333333,24.69083333
246,Tony Campbell,24.65,5,11.0625,0.45225,0.1125,0.4625,0.295,4.875,10.6,0.459375,0.458875,2.55,3.2,0.78325,1.4875,1.9125,3.4,1.775,0.9375,0.2625,1.6625,2.4,12.6375,24.21375
247,Darren Collison,29.67,4.66,9.88,0.4709,0.92,2.35,0.3888,3.73,7.56,0.4953,0.5175,2.39,2.83,0.8509,0.46,2.22,2.69,5.02,1.15,0.16,1.97,1.73,12.63,23.999
248,Anfernee Hardaway,30.7875,4.73125,10.7625,0.4256875,0.60625,1.925,0.306625,4.13125,8.84375,0.449625,0.4533125,2.5375,3.2875,0.7913125,1.09375,3.0125,4.10625,4.125,1.3875,0.375,2.1125,2.09375,12.60625,22.14125
249,John Starks,27.95714286,4.65,11.60714286,0.400785714,1.414285714,4.185714286,0.331857143,3.25,7.421428571,0.438571429,0.460071429,1.871428571,2.364285714,0.796571429,0.435714286,2.121428571,2.542857143,3.807142857,1.15,0.135714286,1.735714286,2.678571429,12.58571429,23.23928571
250,Tom Chambers,22.15,4.625,10.0125,0.492375,0.1875,0.55,0.30725,4.45,9.475,0.493,0.502,3.1625,3.7375,0.837125,0.95,3.3,4.225,1.325,0.7875,0.3625,1.4125,2.525,12.575,25.38875
251,Goran Dragić,26.63571429,4.692857143,10.06428571,0.459071429,1.078571429,2.992857143,0.360428571,3.628571429,7.071428571,0.498428571,0.515071429,2.128571429,2.821428571,0.739642857,0.742857143,2.178571429,2.9,4.385714286,0.942857143,0.178571429,2.078571429,2.25,12.56428571,24.68357143
252,Jeff Teague,27.66,4.46,10.01,0.4409,0.87,2.46,0.3425,3.59,7.55,0.4695,0.4814,2.76,3.29,0.833,0.32,2.11,2.44,5.84,1.19,0.36,2.24,1.94,12.53,25.463
253,David Lee,26.98571429,5.085714286,9.535714286,0.543928571,0,0.021428571,0.023785714,5.085714286,9.507142857,0.545428571,0.544,2.264285714,2.964285714,0.755071429,2.471428571,5.757142857,8.192857143,2.05,0.678571429,0.421428571,1.65,2.521428571,12.47857143,26.02571429
254,J.J. Redick,25.50666667,4.193333333,9.46,0.4396,1.94,4.806666667,0.400266667,2.28,4.673333333,0.479733333,0.540066667,2.126666667,2.386666667,0.887533333,0.186666667,1.78,1.96,2.133333333,0.453333333,0.086666667,1.133333333,1.5,12.46666667,23.13533333
255,Josh Smith,28.28235294,4.888235294,11.12941176,0.422352941,0.535294118,1.864705882,0.246882353,4.341176471,9.258823529,0.451411765,0.448352941,2.123529412,3.464705882,0.560823529,1.723529412,4.752941176,6.470588235,2.805882353,1.052941176,1.605882353,2.188235294,2.570588235,12.44705882,24.76352941
256,Damon Stoudamire,31.53529412,4.576470588,11.38823529,0.394235294,1.282352941,3.723529412,0.342352941,3.288235294,7.641176471,0.419235294,0.452294118,2.011764706,2.417647059,0.820823529,0.782352941,2.523529412,3.305882353,5.847058824,1.052941176,0.082352941,2.247058824,1.835294118,12.42352941,22.14176471
257,Rodney Hood,26.51111111,4.5,10.52222222,0.427888889,1.611111111,4.422222222,0.364444444,2.888888889,6.1,0.471,0.503555556,1.733333333,2.044444444,0.839555556,0.355555556,2.3,2.633333333,1.755555556,0.755555556,0.2,1,2.055555556,12.35555556,22.99777778
258,Toni Kukoč,27.38823529,4.558823529,10.28235294,0.440470588,0.941176471,2.729411765,0.336176471,3.611764706,7.547058824,0.480235294,0.489294118,2.305882353,3.211764706,0.713235294,1.176470588,3.188235294,4.364705882,3.888235294,0.994117647,0.352941176,1.970588235,1.747058824,12.31764706,25.01470588
259,Šarūnas Marčiulionis,21.75714286,4.157142857,8.342857143,0.486,0.357142857,1.042857143,0.3,3.757142857,7.314285714,0.499714286,0.513571429,3.6,4.7,0.767571429,0.814285714,1.414285714,2.242857143,2.228571429,1.228571429,0.085714286,2.028571429,2.628571429,12.31428571,26.03571429
260,Josh Jackson,25.3,4.75,11.35,0.415,0.8,2.8,0.2935,3.9,8.55,0.4545,0.452,2.05,3.15,0.6525,1,3.45,4.5,1.9,0.95,0.6,2.05,2.7,12.3,24.165
261,Bryant Reeves,30.2,4.933333333,10.55,0.463333333,0,0.066666667,0.056833333,4.933333333,10.5,0.466,0.4635,2.416666667,3.533333333,0.694,2.133333333,4.633333333,6.766666667,1.566666667,0.516666667,0.716666667,1.866666667,3.533333333,12.3,20.60166667
262,Jermaine O'Neal,25.98,4.755,10.175,0.4673,0.01,0.065,0.0491,4.745,10.11,0.46975,0.4677,2.74,3.81,0.6979,1.85,4.785,6.64,1.31,0.42,1.725,1.77,2.815,12.26,24.2305
263,Mehmet Okur,27.43,4.36,9.74,0.4396,0.94,2.54,0.3561,3.43,7.2,0.4665,0.4859,2.61,3.26,0.7694,1.82,4.57,6.4,1.7,0.51,0.64,1.45,2.71,12.25,23.86
264,Christian Laettner,28.39411765,4.464705882,9.3,0.481470588,0.094117647,0.382352941,0.24,4.364705882,8.917647059,0.491,0.486411765,3.252941176,3.958823529,0.818529412,1.823529412,4.435294118,6.276470588,2.394117647,1.017647059,0.764705882,2.117647059,3.123529412,12.24705882,23.21764706
265,Ken Norman,27.1125,5.2,11.025,0.458125,0.4875,1.5625,0.2825,4.7375,9.475,0.487875,0.483125,1.3375,2.425,0.50475,1.825,3.7375,5.5375,1.875,0.6875,0.625,1.65,2.1375,12.2375,23.3525
266,Jason Kidd,35.97391304,4.352173913,10.87826087,0.397826087,1.386956522,3.926086957,0.353304348,2.965217391,6.926086957,0.423043478,0.468695652,2.160869565,2.795652174,0.782043478,1.243478261,4.908695652,6.165217391,8.826086957,1.952173913,0.326086957,2.865217391,1.904347826,12.23478261,24.72434783
267,Chuck Person,27.27,4.81,10.8,0.4234,1.43,3.95,0.3552,3.38,6.85,0.4735,0.502,1.16,1.64,0.6883,0.89,3.21,4.09,2.33,0.59,0.22,1.62,2.34,12.23,21.219
268,Otis Thorpe,30.15625,4.9125,9.11875,0.5305625,0,0.05625,0.0268125,4.9125,9.04375,0.5340625,0.530625,2.4,3.65,0.6624375,2.5375,5.14375,7.69375,2.1125,0.64375,0.3375,2.00625,3.275,12.21875,21.321875
269,Rodney Stuckey,26.77,4.32,10.22,0.4181,0.42,1.41,0.284,3.88,8.8,0.4381,0.4398,3.18,3.85,0.8165,0.62,2.26,2.88,3.49,0.85,0.12,1.78,2,12.2,23.398
270,Michael Dickerson,30.38,4.54,11.06,0.4096,1.36,3.44,0.3922,3.16,7.64,0.4154,0.476,1.84,2.32,0.813,0.7,1.8,2.48,2.26,0.88,0.32,1.72,2.66,12.2,18.908
271,Gary Harris,27.94,4.56,10,0.4368,1.48,4.08,0.3426,3.06,5.92,0.505,0.507,1.56,2,0.7934,0.64,1.9,2.52,2.08,1.2,0.18,1.26,1.72,12.2,21.59
272,Jack Sikma,28.45,4.3,10.3,0.4215,0.8,2.3,0.3415,3.55,8,0.4435,0.4585,2.7,3.15,0.864,1.45,4.85,6.3,2.55,0.95,0.75,1.85,3.1,12.15,23.63
273,Aaron Gordon,27.26,4.58,10.18,0.4514,1.08,3.28,0.308,3.54,6.9,0.511,0.4986,1.94,2.72,0.7074,1.54,4.56,6.1,2.04,0.74,0.64,1.32,2.02,12.14,24.528
274,Dell Curry,22.76153846,4.753846154,10.46153846,0.451692308,1.330769231,3.238461538,0.404,3.430769231,7.215384615,0.471,0.519,1.184615385,1.4,0.842307692,0.538461538,1.907692308,2.461538462,1.784615385,0.907692308,0.223076923,1.207692308,1.653846154,12.02307692,26.04461538
275,Mark Aguirre,23.04,4.68,10.18,0.4584,0.48,1.42,0.3222,4.18,8.72,0.4786,0.4842,2.18,2.96,0.7322,1.12,2.44,3.56,2.04,0.5,0.18,1.54,2.42,12.02,25.176
276,Jonas Valanciunas,25.8,4.9,8.8,0.557,0,0,0.5,4.9,8.8,0.557,0.558,2.2,2.7,0.811,2.8,6.7,9.5,0.7,0.5,0.8,1.3,2.7,12,26.9
277,Arvydas Sabonis,24.38571429,4.457142857,8.928571429,0.497285714,0.257142857,0.857142857,0.319142857,4.185714286,8.071428571,0.515142857,0.512,2.814285714,3.585714286,0.787,1.557142857,5.771428571,7.342857143,2.057142857,0.8,1.071428571,1.785714286,2.742857143,12,27.85857143
278,Byron Scott,25.7875,4.4375,9.8,0.450875,0.85,2.325,0.36175,3.5875,7.45,0.4795,0.49875,2.25,2.725,0.8225,0.5125,1.9625,2.45,2.1875,0.9375,0.25,1.2875,1.5875,11.9875,23.76875
279,Juwan Howard,27.248,4.848,10.308,0.465,0,0.032,0.03232,4.844,10.284,0.46588,0.46504,2.288,3.008,0.74496,1.76,3.772,5.532,1.964,0.612,0.284,1.828,2.7,11.984,20.2344
280,Kentavious Caldwell-Pope,29.88333333,4.316666667,10.41666667,0.412,1.666666667,4.883333333,0.342166667,2.6,5.533333333,0.473666667,0.492666667,1.683333333,2.1,0.794166667,0.683333333,2.666666667,3.366666667,1.633333333,1.15,0.2,1.016666667,1.883333333,11.95,21.055
281,David Wesley,31.31875,4.275,10.20625,0.409375,1.175,3.1875,0.3546875,3.10625,7.03125,0.434625,0.4679375,2.21875,2.8,0.79325,0.53125,2.00625,2.5,4.15625,1.29375,0.15,1.8125,2.4,11.94375,20.64625
282,Scott Skiles,30.25714286,4.042857143,9.4,0.424285714,1.128571429,2.885714286,0.397142857,2.9,6.485714286,0.420571429,0.490428571,2.7,3.057142857,0.875285714,0.457142857,2.185714286,2.657142857,6.728571429,0.871428571,0.057142857,2.542857143,2.314285714,11.94285714,22.17
283,J.R. Smith,26.73529412,4.329411765,10.46470588,0.410470588,1.941176471,5.270588235,0.366882353,2.376470588,5.194117647,0.452470588,0.504941176,1.329411765,1.811764706,0.730470588,0.476470588,2.564705882,3.035294118,2.188235294,1.035294118,0.229411765,1.329411765,2.188235294,11.94117647,23.06
284,Dennis Schröder,22.68,4.52,10.66,0.4162,0.92,2.86,0.3084,3.6,7.82,0.4538,0.4572,2.02,2.48,0.792,0.4,2.12,2.52,4.14,0.74,0.1,2.06,1.8,11.92,25.71
285,Jabari Brown,29.9,3.7,8.9,0.412,1.2,3.3,0.371,2.5,5.7,0.435,0.479,3.4,4.5,0.753,0.2,1.7,1.9,2.1,0.6,0.1,1.7,1.7,11.9,18.53
286,Richard Jefferson,28.08947368,4.094736842,9.005263158,0.453736842,0.947368421,2.463157895,0.356947368,3.173684211,6.547368421,0.487210526,0.515263158,2.757894737,3.584210526,0.731894737,0.715789474,3.152631579,3.878947368,1.957894737,0.631578947,0.284210526,1.431578947,2.121052632,11.89473684,19.96263158
287,Andre Iguodala,33.12666667,4.28,9.213333333,0.4718,0.88,2.653333333,0.334666667,3.386666667,6.546666667,0.54,0.525,2.426666667,3.446666667,0.6774,0.92,4.12,5.04,4.36,1.473333333,0.506666667,1.873333333,1.793333333,11.88,21.75933333
288,Gerald Wallace,29.52222222,4.183333333,9.005555556,0.456833333,0.544444444,1.727777778,0.277166667,3.638888889,7.305555556,0.4895,0.483388889,2.844444444,3.961111111,0.663944444,1.355555556,4.444444444,5.794444444,2.077777778,1.394444444,0.755555556,1.727777778,2.166666667,11.76666667,21.89444444
289,Nicolas Batum,31.31818182,4.190909091,9.6,0.441181818,1.618181818,4.481818182,0.361545455,2.6,5.109090909,0.512181818,0.526272727,1.772727273,2.118181818,0.839727273,1.054545455,4.127272727,5.181818182,3.663636364,0.927272727,0.654545455,1.8,1.772727273,11.76363636,22.09454545
290,Eddie Johnson,20.73846154,4.615384615,10.09230769,0.453538462,0.638461538,1.861538462,0.310846154,3.969230769,8.223076923,0.480923077,0.488230769,1.853846154,2.146153846,0.778230769,0.923076923,1.923076923,2.846153846,1.276923077,0.438461538,0.061538462,1.223076923,1.915384615,11.73846154,25.62538462
291,Walt Williams,26.48,4.16,9.866666667,0.418933333,1.406666667,3.66,0.376866667,2.746666667,6.186666667,0.4386,0.493,2,2.673333333,0.7532,1.073333333,2.8,3.88,2.333333333,0.946666667,0.586666667,1.826666667,2.893333333,11.71333333,22.68266667
292,Nikola Peković,23.7,4.466666667,8.916666667,0.491,0,0,0,4.466666667,8.916666667,0.491,0.491,2.733333333,3.583333333,0.772333333,2.716666667,3.5,6.2,0.783333333,0.483333333,0.466666667,1.45,2.216666667,11.7,24.37166667
293,Dario Šarić,27.25,4.125,9.625,0.427,1.625,4.55,0.36025,2.475,5.075,0.4865,0.5115,1.875,2.175,0.87875,1.675,4.425,6.1,1.925,0.55,0.175,1.525,2.35,11.7,23.2725
294,Michael Beasley,21.33636364,4.8,10.24545455,0.473272727,0.436363636,1.281818182,0.334909091,4.363636364,8.945454545,0.492090909,0.494181818,1.672727273,2.209090909,0.751909091,1.018181818,3.427272727,4.418181818,1.227272727,0.536363636,0.509090909,1.572727273,2.090909091,11.69090909,26.92818182
295,Larry Nance,27.53636364,4.818181818,9.045454545,0.537727273,0.063636364,0.290909091,0.227909091,4.754545455,8.781818182,0.55,0.543,1.909090909,2.554545455,0.738636364,2.327272727,4.963636364,7.318181818,1.990909091,1.072727273,1.390909091,1.118181818,2.645454545,11.67272727,26.38545455
296,Lionel Simmons,27.58571429,4.471428571,10.38571429,0.415,0.114285714,0.357142857,0.271142857,4.342857143,10.01428571,0.421142857,0.426857143,2.614285714,3.4,0.773142857,1.628571429,4.114285714,5.742857143,3.042857143,1.028571429,0.742857143,1.971428571,2.328571429,11.67142857,22.69142857
297,Luis Scola,25,4.82,9.8,0.4884,0.15,0.41,0.1525,4.67,9.36,0.499,0.5001,1.89,2.56,0.7334,1.75,4.71,6.5,1.59,0.61,0.29,1.49,2.7,11.66,24.322
298,Avery Bradley,28.2,4.676923077,10.86923077,0.428461538,1.246153846,3.476923077,0.319615385,3.461538462,7.384615385,0.463076923,0.479846154,0.984615385,1.253846154,0.789692308,0.607692308,2.292307692,2.892307692,1.976923077,0.969230769,0.207692308,1.5,2.169230769,11.65384615,19.71538462
299,Robert Covington,28.425,3.8875,9.4,0.414125,2.15,5.9,0.366625,1.7125,3.5,0.50875,0.532,1.7125,2.1625,0.69525,0.825,4.15,4.975,1.2875,1.6375,0.8875,1.4625,2.925,11.65,23.33375
300,Terry Porter,26.33846154,3.946153846,8.761538462,0.445538462,1.230769231,3.123076923,0.392538462,2.715384615,5.646153846,0.475538462,0.519846154,2.530769231,3.061538462,0.819076923,0.476923077,2.307692308,2.776923077,4.738461538,1.084615385,0.138461538,1.892307692,1.576923077,11.63846154,24.56846154
301,Rod Strickland,28.78181818,4.386363636,9.831818182,0.431909091,0.159090909,0.536363636,0.236727273,4.227272727,9.295454545,0.441363636,0.439090909,2.704545455,3.786363636,0.7175,0.977272727,2.486363636,3.477272727,6.681818182,1.313636364,0.186363636,2.359090909,1.745454545,11.60909091,24.41909091
302,Bobby Portis,22.23333333,4.633333333,10.28333333,0.453333333,1.05,2.8,0.361833333,3.583333333,7.483333333,0.483333333,0.501166667,1.283333333,1.666666667,0.756666667,2,4.85,6.8,1.2,0.583333333,0.35,1.216666667,2.266666667,11.6,28.28333333
303,Wilson Chandler,28.60666667,4.486666667,10.26,0.432666667,1.213333333,3.473333333,0.3386,3.3,6.786666667,0.479466667,0.4954,1.413333333,1.813333333,0.762333333,1.04,4.006666667,5.06,1.693333333,0.66,0.666666667,1.36,2.586666667,11.58666667,20.91
304,Dennis Scott,26.80714286,4.257142857,10.32142857,0.406785714,1.664285714,4.314285714,0.383142857,2.592857143,6.028571429,0.422142857,0.491214286,1.385714286,1.728571429,0.751642857,0.521428571,2.114285714,2.628571429,1.792857143,0.735714286,0.292857143,1.092857143,1.9,11.57857143,20.88714286
305,Chandler Parsons,28,4.3875,9.75,0.44225,1.475,4,0.360625,2.9375,5.75,0.49875,0.51775,1.3,1.8,0.71875,0.7,3.4125,4.125,2.5,0.8875,0.3125,1.4,1.9125,11.575,21.815
306,Josh Richardson,29.95,4.225,9.975,0.42725,1.55,4.225,0.3815,2.65,5.75,0.46075,0.508,1.525,1.925,0.788,0.675,2.45,3.1,2.75,1.1,0.65,1.275,2.45,11.575,20.895
307,Elfrid Payton,29.32857143,4.714285714,10.21428571,0.459142857,0.457142857,1.485714286,0.296428571,4.242857143,8.728571429,0.486142857,0.481,1.6,2.528571429,0.648714286,1.1,3.4,4.485714286,6.528571429,1.257142857,0.342857143,2.557142857,2.257142857,11.5,24.62714286
308,Antonio McDyess,26.96470588,4.735294118,9.564705882,0.497529412,0.005882353,0.047058824,0.016588235,4.735294118,9.517647059,0.499,0.497705882,2.011764706,3.005882353,0.652588235,2.323529412,5.017647059,7.347058824,1.264705882,0.811764706,1.023529412,1.611764706,2.947058824,11.48823529,23.32705882
309,Otto Porter,26.8,4.4375,9.325,0.46375,1.4625,3.525,0.379,2.9875,5.8125,0.5065,0.533375,1.175,1.4625,0.7875,1.0625,3.8625,4.9,1.6375,1.1875,0.4375,0.9375,1.7875,11.475,23.35125
310,Desmond Mason,29.65,4.4,9.808333333,0.446166667,0.108333333,0.425,0.161666667,4.3,9.4,0.454416667,0.451666667,2.566666667,3.475,0.725333333,1.341666667,3.308333333,4.633333333,1.591666667,0.65,0.375,1.508333333,2.191666667,11.45,19.01666667
311,Emeka Okafor,29.91,4.65,9.24,0.5108,0,0,0,4.65,9.24,0.5109,0.5108,2.14,3.58,0.6048,3.1,6.18,9.28,0.85,0.67,1.59,1.56,2.69,11.44,23.414
312,Jeremy Lin,23.39090909,3.772727273,8.763636364,0.426636364,0.872727273,2.518181818,0.329181818,2.927272727,6.254545455,0.467909091,0.472818182,3.045454545,3.572727273,0.825909091,0.354545455,2.081818182,2.436363636,3.936363636,0.909090909,0.3,2.163636364,2.172727273,11.43636364,25.2
313,Carl Landry,23.56153846,4.315384615,8.123076923,0.534230769,0.015384615,0.061538462,0.138,4.3,8.084615385,0.536230769,0.535461538,2.753846154,3.530769231,0.777846154,1.938461538,2.938461538,4.892307692,0.707692308,0.453846154,0.423076923,1.215384615,2.446153846,11.40769231,24.22307692
314,Kevin Willis,26.15217391,4.647826087,10.04782609,0.457043478,0.017391304,0.143478261,0.142391304,4.613043478,9.917391304,0.460826087,0.457956522,2.082608696,2.882608696,0.732130435,2.691304348,5.47826087,8.169565217,0.934782609,0.630434783,0.539130435,1.708695652,2.813043478,11.38695652,22.73434783
315,Jaylen Brown,24.6,4.266666667,9.2,0.461333333,1.2,3.266666667,0.36,3.066666667,5.933333333,0.514333333,0.524333333,1.666666667,2.533333333,0.662333333,0.8,3.2,3.966666667,1.266666667,0.766666667,0.333333333,1.333333333,2.3,11.36666667,22.56333333
316,Vlade Divac,28.8125,4.40625,8.93125,0.49025,0.075,0.38125,0.2081875,4.30625,8.5625,0.500375,0.4946875,2.45625,3.5375,0.6924375,2.49375,5.425,7.91875,3.00625,1.11875,1.35,2.125,3.10625,11.35625,24.570625
317,Devin Harris,25.21428571,3.714285714,8.6,0.429190476,0.9,2.738095238,0.323,2.804761905,5.866666667,0.482238095,0.487047619,3.00952381,3.752380952,0.799142857,0.295238095,1.933333333,2.228571429,4.214285714,1,0.19047619,1.833333333,2.252380952,11.34285714,23.7052381
318,Caris LeVert,24.86666667,4.233333333,9.733333333,0.438,1.133333333,3.533333333,0.326666667,3.1,6.166666667,0.511333333,0.499666667,1.733333333,2.433333333,0.707333333,0.666666667,2.9,3.6,3.333333333,1.066666667,0.266666667,1.633333333,1.9,11.33333333,25.03333333
319,Kelly Tripucka,23.55,4,9.2,0.442,0.35,0.95,0.349,3.65,8.25,0.453,0.46,2.95,3.3,0.8965,0.8,2.35,3.2,2.45,0.65,0.2,1.7,2.25,11.3,23.26
320,Jusuf Nurkić,22.175,4.475,9.325,0.469,0,0.15,0.02575,4.475,9.15,0.47575,0.4695,2.35,3.45,0.66375,2.45,5.275,7.775,1.775,0.85,1.325,1.925,3.175,11.25,29.25
321,Ty Lawson,27.39,4.04,8.94,0.4486,0.79,2.21,0.355,3.27,6.72,0.479,0.4928,2.33,3.05,0.7312,0.59,2.01,2.6,5.59,1.08,0.1,1.94,1.54,11.22,23.579
322,Jordan Crawford,22.55833333,4.216666667,10.25,0.41175,1.158333333,3.458333333,0.335583333,3.058333333,6.791666667,0.44375,0.4735,1.616666667,1.941666667,0.83175,0.516666667,1.825,2.35,3.016666667,0.633333333,0.091666667,1.75,1.491666667,11.21666667,25.02166667
323,Nick Young,22.72857143,3.928571429,9.585714286,0.405214286,1.464285714,3.935714286,0.372571429,2.471428571,5.642857143,0.406214286,0.488357143,1.857142857,2.228571429,0.778571429,0.371428571,1.535714286,1.9,0.921428571,0.535714286,0.214285714,1,1.85,11.20714286,21.72142857
324,Danny Ainge,24.33333333,4.116666667,9.216666667,0.4485,1.316666667,3.5,0.369,2.816666667,5.733333333,0.505833333,0.522666667,1.616666667,1.983333333,0.827833333,0.55,1.9,2.466666667,3.466666667,0.916666667,0.15,1.4,2.3,11.18333333,24.59166667
325,Markieff Morris,24.90833333,4.308333333,9.8,0.435916667,0.816666667,2.508333333,0.33,3.475,7.3,0.474083333,0.480583333,1.675,2.158333333,0.763916667,1.216666667,4.075,5.3,1.641666667,0.833333333,0.533333333,1.541666667,2.916666667,11.13333333,23.22083333
326,Jusuf Nurkic,22.83333333,4.533333333,8.866666667,0.507333333,0,0.033333333,0,4.533333333,8.866666667,0.508666667,0.507333333,2.066666667,3.533333333,0.575666667,2.566666667,5.233333333,7.8,2.133333333,0.9,1.266666667,2.366666667,2.733333333,11.13333333,28.21333333
