,Lat,Long,School
662,36.0014258,-78.9382286,Duke
663,32.2318851,-110.9501094,Arizona
664,42.3355488,-71.16849450000001,Boston College
665,47.4910283,-117.5862361,Eastern Washington
666,38.2122761,-85.75850229999999,Louisville
667,38.0306511,-84.5039697,Kentucky
668,41.7055716,-86.2353388,Notre Dame
669,35.9049122,-79.0469134,North Carolina
670,34.068921,-118.4451811,UCLA
671,38.2122761,-85.75850229999999,Louisville
672,38.0306511,-84.5039697,Kentucky
673,38.6487895,-90.31079620000001,Washington
674,42.0266187,-93.6464654,Iowa State
675,42.0266187,-93.6464654,Iowa State
676,43.0391534,-76.1351158,Syracuse
677,38.9869183,-76.9425543,Maryland
678,42.2780436,-83.7382241,Michigan
679,36.1085197,-115.1431709,Nevada-Las Vegas
680,42.701848,-84.4821719,Michigan State
681,37.3641651,-120.4254615,University of California
682,38.0306511,-84.5039697,Kentucky
683,33.7756178,-84.39628499999999,Georgia Tech
684,41.4860647,-71.5308537,Rhode Island
685,40.7433773,-74.2465446,Seton Hall
686,30.4132579,-91.1800023,Louisiana State
687,32.2787745,-106.7479059,New Mexico State
688,47.66644729999999,-117.4015208,Gonzaga
689,38.9869183,-76.9425543,Maryland
690,34.6738437,-82.8368654,Clemson
691,38.6487895,-90.31079620000001,Washington
692,38.9543439,-95.2557961,Kansas
693,35.2058936,-97.4457137,Oklahoma
694,42.701848,-84.4821719,Michigan State
695,30.4418778,-84.2984889,Florida State
696,36.1447034,-86.8026551,Vanderbilt
697,32.2318851,-110.9501094,Arizona
698,38.0335529,-78.5079772,Virginia
699,44.53207339999999,-87.92171429999999,Green Bay
700,37.3641651,-120.4254615,University of California
701,47.4906921,-111.2707539,Providence
702,34.068921,-118.4451811,UCLA
703,41.19189009999999,-111.9436903,Weber State
704,41.7055716,-86.2353388,Notre Dame
705,36.0014258,-78.9382286,Duke
706,35.2058936,-97.4457137,Oklahoma
707,35.9049122,-79.0469134,North Carolina
708,32.9821829,-80.07065539999999,Charleston Southern
709,36.1447034,-86.8026551,Vanderbilt
710,42.6679486,-83.2081632,Oakland
711,47.4906921,-111.2707539,Providence
712,43.038473,-87.93044549999999,Marquette
713,41.8077414,-72.2539805,Connecticut
714,40.4237054,-86.92119459999999,Purdue
715,43.0391534,-76.1351158,Syracuse
716,32.8412178,-96.78451749999999,Southern Methodist
717,42.0266187,-93.6464654,Iowa State
718,37.3641651,-120.4254615,University of California
719,25.7191685,-80.2771253,Miami (FL)
720,41.4639394,-87.04388929999999,Valparaiso
721,41.2654838,-95.9472079,Creighton
722,43.0391534,-76.1351158,Syracuse
723,32.2318851,-110.9501094,Arizona
724,40.7649368,-111.8421021,Utah
725,34.0223519,-118.285117,Southern California
726,38.0306511,-84.5039697,Kentucky
727,38.9543439,-95.2557961,Kansas
728,33.9937575,-81.0299186,South Carolina
729,47.66644729999999,-117.4015208,Gonzaga
730,42.2780436,-83.7382241,Michigan
731,40.00758099999999,-105.2659417,Colorado
732,40.4237054,-86.92119459999999,Purdue
733,39.149448,-84.47363740000002,Xavier
734,36.0014258,-78.9382286,Duke
735,47.66644729999999,-117.4015208,Gonzaga
736,36.1340985,-80.2778951,Wake Forest
737,29.7199489,-95.3422334,Houston
738,44.0448302,-123.0726055,Oregon
739,30.4418778,-84.2984889,Florida State
740,34.068921,-118.4451811,UCLA
741,39.1754487,-86.512627,Indiana
742,38.0306511,-84.5039697,Kentucky
743,34.068921,-118.4451811,UCLA
744,32.2318851,-110.9501094,Arizona
745,30.2849185,-97.7340567,Texas
746,35.9049122,-79.0469134,North Carolina
747,44.0448302,-123.0726055,Oregon
748,32.8412178,-96.78451749999999,Southern Methodist
749,39.1754487,-86.512627,Indiana
750,37.3641651,-120.4254615,University of California
751,34.6738437,-82.8368654,Clemson
752,36.0014258,-78.9382286,Duke
753,38.9543439,-95.2557961,Kansas
754,39.1974437,-96.5847249,Kansas State
755,30.4418778,-84.2984889,Florida State
756,36.0014258,-78.9382286,Duke
757,43.038473,-87.93044549999999,Marquette
758,42.3355488,-71.16849450000001,Boston College
759,43.0008093,-78.7889697,Buffalo
760,40.037056,-75.34358,Villanova
761,38.0306511,-84.5039697,Kentucky
762,38.6487895,-90.31079620000001,Washington
763,36.1270236,-97.07372219999999,Oklahoma State
764,36.0014258,-78.9382286,Duke
765,33.7756178,-84.39628499999999,Georgia Tech
766,38.9543439,-95.2557961,Kansas
767,38.0306511,-84.5039697,Kentucky
768,34.0223519,-118.285117,Southern California
769,42.0893553,-75.9697049,Binghamton
770,36.1340985,-80.2778951,Wake Forest
771,32.8412178,-96.78451749999999,Southern Methodist
772,38.0306511,-84.5039697,Kentucky
773,25.7191685,-80.2771253,Miami (FL)
774,42.2780436,-83.7382241,Michigan
775,41.2654838,-95.9472079,Creighton
776,30.618531,-96.33649899999999,Texas A&M
777,35.2058936,-97.4457137,Oklahoma
778,34.068921,-118.4451811,UCLA
779,37.7215022,-97.2861691,Wichita State
780,33.2140233,-87.5391418,Alabama
781,42.3355488,-71.16849450000001,Boston College
782,33.5842591,-101.8782822,Texas Tech
783,40.037056,-75.34358,Villanova
784,40.7982133,-77.8599084,Penn State
785,39.6361396,-79.95593579999999,West Virginia
786,40.037056,-75.34358,Villanova
787,38.0306511,-84.5039697,Kentucky
788,32.2318851,-110.9501094,Arizona
789,40.0068363,-83.0306222,Ohio State
790,30.2849185,-97.7340567,Texas
791,39.7393,-84.17996749999999,Dayton
792,36.0014258,-78.9382286,Duke
793,25.7191685,-80.2771253,Miami (FL)
794,42.701848,-84.4821719,Michigan State
795,40.037056,-75.34358,Villanova
796,40.037056,-75.34358,Villanova
797,44.0448302,-123.0726055,Oregon
798,38.9869183,-76.9425543,Maryland
799,38.9869183,-76.9425543,Maryland
800,38.9869183,-76.9425543,Maryland
801,43.6026952,-116.2014604,Boise State
802,47.6091799,-122.3173119,Seattle
803,34.068921,-118.4451811,UCLA
804,25.7191685,-80.2771253,Miami (FL)
805,32.7298718,-97.1140116,Texas-Arlington
806,40.00758099999999,-105.2659417,Colorado
807,37.2005546,-93.2806806,Missouri State
808,29.9407282,-90.12031669999999,Tulane
809,39.1329219,-84.51495039999999,Cincinnati
810,40.4237054,-86.92119459999999,Purdue
811,38.0335529,-78.5079772,Virginia
812,30.3530584,-81.6066798,Jacksonville
813,38.0306511,-84.5039697,Kentucky
814,38.9543439,-95.2557961,Kansas
815,39.6799914,-77.3486971,Mount St. Mary's
816,38.6487895,-90.31079620000001,Washington
817,36.6163842,-88.3214979,Murray State
818,42.2780436,-83.7382241,Michigan
819,32.5933574,-85.4951663,Auburn
820,41.3163244,-72.92234309999999,Yale
821,40.037056,-75.34358,Villanova
822,39.1754487,-86.512627,Indiana
823,35.9049122,-79.0469134,North Carolina
824,32.77572170000001,-117.0718893,San Diego State
825,30.4418778,-84.2984889,Florida State
826,39.5441917,-119.816397,Nevada
827,35.1876457,-111.654093,Northern Arizona
828,38.6487895,-90.31079620000001,Washington
829,36.1328981,-86.7940699,Belmont
830,40.69323,-73.992165,St. Francis (NY)
831,36.0014258,-78.9382286,Duke
832,40.716792,-73.5994041,Hofstra
833,38.0306511,-84.5039697,Kentucky
834,30.4132579,-91.1800023,Louisiana State
835,33.4551742,-88.79437659999999,Mississippi State
836,35.9544013,-83.92945639999999,Tennessee
837,35.9049122,-79.0469134,North Carolina
838,35.9544013,-83.92945639999999,Tennessee
839,37.676444,-113.071332,Southern Utah
840,36.0014258,-78.9382286,Duke
841,40.8201966,-96.70047629999999,Nebraska
842,42.0266187,-93.6464654,Iowa State
843,40.8075355,-73.9625727,Columbia
844,47.66644729999999,-117.4015208,Gonzaga
845,33.9480053,-83.3773221,Georgia
846,33.5842591,-101.8782822,Texas Tech
847,42.7883015,-96.92533809999999,South Dakota
848,37.22838429999999,-80.42341669999999,Virginia Tech
849,42.2780436,-83.7382241,Michigan
850,32.7841884,-79.93708869999999,College of Charleston
851,33.9702454,-118.4165979,Loyola Marymount
852,44.0448302,-123.0726055,Oregon
853,35.9544013,-83.92945639999999,Tennessee
854,38.0335529,-78.5079772,Virginia
855,42.0266187,-93.6464654,Iowa State
856,30.2849185,-97.7340567,Texas
857,38.0306511,-84.5039697,Kentucky
858,34.465182,-81.87755899999999,Presbyterian
859,38.0306511,-84.5039697,Kentucky
860,30.4418778,-84.2984889,Florida State
861,41.3148754,-105.5665744,Wyoming
862,35.9049122,-79.0469134,North Carolina
863,38.0335529,-78.5079772,Virginia
864,36.0686895,-94.1748471,Arkansas
865,38.9869183,-76.9425543,Maryland
866,40.4237054,-86.92119459999999,Purdue
867,34.068921,-118.4451811,UCLA
868,47.66644729999999,-117.4015208,Gonzaga
869,38.0335529,-78.5079772,Virginia
870,36.1447034,-86.8026551,Vanderbilt
