,Lat,Long,School
569,30.4132579,-91.1800023,Louisiana State University
570,41.8077414,-72.2539805,Connecticut University
571,37.4274745,-122.169719,Stanford University
572,38.0306511,-84.5039697,Kentucky University
573,40.4443533,-79.960835,Pittsburgh University
574,30.2114404,-92.0204121,Louisiana University
575,42.701848,-84.4821719,Michigan State University
576,36.0014258,-78.9382286,Duke University
577,34.068921,-118.4451811,UCLA University
578,41.2654838,-95.9472079,Creighton University
579,42.2780436,-83.7382241,Michigan University
580,34.6738437,-82.8368654,Clemson University
581,39.1754487,-86.512627,Indiana University
582,35.7846633,-78.6820946,North Carolina State University
583,38.0306511,-84.5039697,Kentucky University
584,38.9543439,-95.2557961,Kansas University
585,38.6487895,-90.31079620000001,Washington University
586,37.5758681,-77.5409744,Richmond University
587,32.77572170000001,-117.0718893,San Diego State University
588,42.2780436,-83.7382241,Michigan University
589,35.9544013,-83.92945639999999,Tennessee University
590,42.2780436,-83.7382241,Michigan University
591,36.1270236,-97.07372219999999,Oklahoma State University
592,38.2122761,-85.75850229999999,Louisville University
593,39.149448,-84.47363740000002,Xavier University
594,38.9403808,-92.32773750000001,Missouri University
595,40.00758099999999,-105.2659417,Colorado University
596,41.8077414,-72.2539805,Connecticut University
597,35.0843187,-106.6197812,New Mexico University
598,34.068921,-118.4451811,UCLA University
599,36.1270236,-97.07372219999999,Oklahoma State University
600,44.53207339999999,-87.92171429999999,Green Bay University
601,36.0014258,-78.9382286,Duke University
602,37.4274745,-122.169719,Stanford University
603,42.701848,-84.4821719,Michigan State University
604,31.5497007,-97.1143046,Baylor University
605,36.3435415,-88.8643812,Tennessee-Martin University
606,31.7709368,-106.5046405,Texas-El Paso University
607,32.2318851,-110.9501094,Arizona University
608,38.0335529,-78.5079772,Virginia University
609,37.7215022,-97.2861691,Wichita State University
610,38.9543439,-95.2557961,Kansas University
611,43.0391534,-76.1351158,Syracuse University
612,29.0349641,-81.3032406,Stetson University
613,43.0391534,-76.1351158,Syracuse University
614,32.2318851,-110.9501094,Arizona University
615,36.0014258,-78.9382286,Duke University
616,38.9543439,-95.2557961,Kansas University
617,41.3148754,-105.5665744,Wyoming University
618,35.9544013,-83.92945639999999,Tennessee University
619,36.6163842,-88.3214979,Murray State University
620,36.0686895,-94.1748471,Arkansas University
621,34.068921,-118.4451811,UCLA University
622,40.7220627,-73.79421119999999,St. John's (NY) University
623,38.0306511,-84.5039697,Kentucky University
624,34.068921,-118.4451811,UCLA University
625,30.4132579,-91.1800023,Louisiana State University
626,42.3867598,-72.5300515,Massachusetts University
627,30.4132579,-91.1800023,Louisiana State University
628,43.0391534,-76.1351158,Syracuse University
629,36.1085197,-115.1431709,Nevada-Las Vegas University
630,38.0306511,-84.5039697,Kentucky University
631,35.9049122,-79.0469134,North Carolina University
