Player,Tm,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
Sam Mack,TOT,24.6,3.8,8.7,0.435,2.0,5.0,0.397,1.8,3.8,0.485,0.5479999999999999,1.2,1.3,0.879,0.3,1.8,2.2,1.3,0.8,0.1,0.8,2.1,10.7,21.64
Damion Lee,ATL,26.9,4.1,10.1,0.408,1.0,4.0,0.25,3.1,6.1,0.511,0.457,1.5,1.9,0.759,0.7,4.0,4.7,1.9,1.3,0.1,0.9,1.7,10.7,22.91
Bonzi Wells,TOT,23.7,4.25,9.8,0.435,0.25,0.85,0.27949999999999997,4.0,8.95,0.4495,0.4465,1.95,2.8,0.6985,1.15,2.95,4.05,1.6,1.15,0.35,1.8,2.45,10.7,22.965000000000003
Vladimir Radmanović,LAC,29.5,3.6,8.6,0.41700000000000004,2.2,5.3,0.418,1.4,3.4,0.41600000000000004,0.544,1.3,1.7,0.731,0.8,4.9,5.7,2.1,1.0,0.5,1.3,2.7,10.7,20.74
Marc Jackson,PHI,25.799999999999997,3.7,8.4,0.44,0.0,0.0,0.0,3.7,8.35,0.442,0.44,3.25,4.0,0.8089999999999999,2.15,3.2,5.35,0.9,0.45,0.25,1.35,2.05,10.7,21.6
Markieff Morris,TOT,23.7,4.15,9.75,0.42300000000000004,0.95,2.95,0.319,3.15,6.800000000000001,0.471,0.475,1.45,1.95,0.7535000000000001,1.1,3.95,5.05,1.65,0.75,0.45,1.5,2.95,10.7,23.295
A.C. Green,LAL,30.54,3.8400000000000007,7.9,0.4828,0.12000000000000002,0.5199999999999999,0.259,3.7,7.4,0.49800000000000005,0.4902,2.88,3.9199999999999995,0.7334,2.98,4.82,7.779999999999999,1.16,0.86,0.39999999999999997,1.1999999999999997,1.7799999999999998,10.680000000000001,21.200000000000003
Tyronn Lue,ATL,24.775,3.825,8.6,0.4445,0.9500000000000001,2.425,0.401,2.85,6.15,0.4595,0.50375,2.05,2.35,0.8665,0.3,1.45,1.725,3.475,0.425,0.025,1.35,1.9,10.674999999999999,21.662499999999998
P.J. Brown,NOH,34.06666666666666,4.133333333333334,8.6,0.48433333333333334,0.0,0.0,0.0,4.133333333333334,8.6,0.48533333333333334,0.48433333333333334,2.3666666666666667,2.766666666666667,0.8513333333333334,3.1,5.766666666666667,8.866666666666667,2.0,0.9333333333333332,0.8333333333333334,1.2666666666666666,2.6333333333333333,10.666666666666666,20.736666666666665
Jason Williams,MIA,30.166666666666668,3.8333333333333335,9.266666666666667,0.413,1.6000000000000003,4.6,0.3546666666666667,2.2,4.666666666666667,0.4713333333333333,0.5013333333333333,1.3,1.5333333333333332,0.8809999999999999,0.20000000000000004,2.033333333333333,2.1999999999999997,4.933333333333333,1.0333333333333332,0.06666666666666667,1.5666666666666664,1.3999999999999997,10.666666666666666,20.706666666666667
Wilson Chandler,TOT,28.2,4.1,9.3,0.434,1.4,3.75,0.3615,2.75,5.550000000000001,0.4895,0.5175000000000001,1.1,1.35,0.7635000000000001,0.95,3.9499999999999997,4.95,1.65,0.6,0.8500000000000001,1.15,2.5999999999999996,10.65,19.865
Ersan İlyasova,TOT,25.25,3.9,8.9,0.438,1.3,3.6,0.3655,2.6,5.300000000000001,0.4875,0.511,1.5,2.05,0.7495,1.7999999999999998,3.85,5.65,1.1,0.8,0.4,1.0,2.3,10.65,23.68
Julius Randle,LAL,24.425,4.15,8.675,0.45199999999999996,0.1,0.45,0.1925,4.05,8.25,0.46274999999999994,0.45749999999999996,2.2249999999999996,3.575,0.5389999999999999,1.575,5.125,6.699999999999999,2.0,0.475,0.35,1.9249999999999998,2.675,10.65,20.0825
Richard Dumas,PHO,19.3,4.4,8.45,0.5155000000000001,0.0,0.1,0.16649999999999998,4.4,8.35,0.5195000000000001,0.516,1.85,2.8,0.6035,1.65,1.65,3.25,0.9,1.25,0.45,1.25,2.05,10.65,28.325
Olden Polynice,SAC,30.28000000000001,4.58,9.280000000000001,0.49420000000000003,0.0,0.02,0.2666,4.58,9.24,0.49539999999999995,0.4946,1.44,2.5599999999999996,0.562,3.46,5.64,9.099999999999998,1.16,0.58,0.8,1.4600000000000002,2.9,10.639999999999999,21.542
Kris Humphries,NJN,27.8,4.066666666666666,8.466666666666667,0.48033333333333333,0.0,0.0,0.0,4.066666666666666,8.433333333333334,0.48100000000000004,0.48033333333333333,2.466666666666667,3.466666666666667,0.7053333333333334,2.9,6.3999999999999995,9.266666666666667,1.0666666666666667,0.6333333333333334,1.0333333333333334,1.5,2.4666666666666663,10.633333333333335,23.506666666666664
Juwan Howard,DAL,25.066666666666663,4.233333333333333,8.933333333333334,0.4363333333333333,0.0,0.03333333333333333,0.0,4.233333333333333,8.9,0.4376666666666667,0.4363333333333333,2.2,2.866666666666667,0.7733333333333333,1.6333333333333335,3.766666666666666,5.366666666666667,1.5666666666666667,0.5666666666666668,0.39999999999999997,1.5,2.766666666666666,10.600000000000001,18.566666666666666
Hersey Hawkins,CHH,25.7,3.5,7.566666666666666,0.4503333333333333,0.9666666666666667,2.433333333333333,0.38066666666666665,2.6,5.1000000000000005,0.4813333333333334,0.513,2.6333333333333333,3.066666666666667,0.8620000000000001,0.7000000000000001,2.5666666666666664,3.266666666666666,2.3333333333333335,1.2333333333333334,0.2333333333333333,1.3333333333333333,1.6666666666666667,10.600000000000001,22.026666666666667
Juan Dixon,POR,23.950000000000003,4.05,9.45,0.4305,0.9,2.4000000000000004,0.373,3.15,7.05,0.452,0.479,1.6,1.9500000000000002,0.8185,0.35,1.6,1.9,1.75,0.8500000000000001,0.1,1.45,2.05,10.600000000000001,20.655
Bobby Jackson,NOK,23.8,3.6,9.3,0.39399999999999996,1.0,2.9,0.327,2.7,6.3,0.425,0.446,2.3,3.0,0.774,0.8,2.4,3.2,2.5,0.9,0.1,1.4,1.8,10.6,23.6
Dario Šarić,TOT,25.0,3.8,8.6,0.43700000000000006,1.5,4.0,0.365,2.3,4.6,0.499,0.522,1.6,1.9,0.88,1.6,4.1,5.6,1.6,0.6,0.1,1.2,2.2,10.6,23.45
Sherman Douglas,MIL,29.85,4.2,8.2,0.508,0.55,1.45,0.356,3.65,6.75,0.541,0.54,1.7,2.4000000000000004,0.7105,0.7,1.65,2.3499999999999996,5.6,0.95,0.1,2.15,2.25,10.6,20.445
Brevin Knight,CHA,30.633333333333336,3.9000000000000004,9.4,0.41333333333333333,0.0,0.3,0.14566666666666667,3.833333333333334,9.1,0.424,0.41533333333333333,2.8333333333333335,3.4666666666666663,0.82,0.3666666666666667,2.4,2.8000000000000003,8.133333333333333,1.9333333333333333,0.10000000000000002,2.233333333333333,2.766666666666667,10.6,23.833333333333332
Buddy Hield,TOT,23.0,4.0,9.4,0.426,1.8,4.6,0.391,2.2,4.7,0.461,0.523,0.8,0.9,0.8420000000000001,0.4,2.9,3.3,1.5,0.5,0.1,1.2,1.4,10.6,22.66
Arron Afflalo,POR,30.1,3.8,9.1,0.414,1.4,3.6,0.4,2.3,5.5,0.423,0.493,1.6,1.9,0.851,0.2,2.4,2.7,1.1,0.4,0.1,1.3,2.4,10.6,15.41
Earl Boykins,MIL,24.05,3.75,8.7,0.435,1.0,2.45,0.39949999999999997,2.75,6.2,0.44499999999999995,0.489,2.05,2.3499999999999996,0.8634999999999999,0.5,1.0499999999999998,1.6,3.5,0.8,0.05,1.4,1.25,10.6,24.41
Carlos Delfino,HOU,25.2,3.7,9.3,0.405,2.4,6.3,0.375,1.4,3.0,0.467,0.532,0.7,0.8,0.857,0.3,3.0,3.3,2.0,1.0,0.1,1.1,1.7,10.6,22.37
Danny Fortson,DEN,25.450000000000003,3.65,7.65,0.47350000000000003,0.0,0.05,0.16649999999999998,3.5999999999999996,7.65,0.47550000000000003,0.474,3.3499999999999996,4.4,0.7515,3.25,5.35,8.6,0.8,0.6,0.4,1.75,4.05,10.6,22.83
Tracy Murray,WAS,22.73333333333333,3.8000000000000003,9.1,0.4096666666666667,1.3999999999999997,3.7000000000000006,0.38066666666666665,2.3666666666666667,5.400000000000001,0.43,0.48699999999999993,1.5333333333333332,1.8333333333333333,0.844,0.7333333333333334,2.3000000000000003,3.033333333333333,0.9,0.6666666666666666,0.26666666666666666,1.0333333333333334,2.033333333333333,10.6,22.036666666666665
Elfrid Payton,NOP,29.8,4.3,9.8,0.434,0.8,2.5,0.314,3.5,7.3,0.47600000000000003,0.475,1.3,1.8,0.743,1.2,4.1,5.2,7.6,1.0,0.4,2.7,1.9,10.6,24.43
Nikola Mirotic,CHI,24.0,3.7,8.9,0.413,1.8,5.4,0.342,1.8,3.5,0.52,0.516,1.4,1.8,0.773,0.9,4.6,5.5,1.1,0.8,0.8,1.1,1.8,10.6,24.85
Vernon Maxwell,PHI,24.25,3.65,9.6,0.363,1.4,4.4,0.3225,2.2,5.2,0.395,0.4395,1.95,2.6500000000000004,0.719,0.3,1.95,2.3,2.8000000000000003,0.9,0.1,1.85,1.9,10.6,20.295
Nick Young,PHI,23.9,3.8,9.2,0.413,1.3,3.6,0.35700000000000004,2.5,5.6,0.449,0.48200000000000004,1.8,2.2,0.82,0.4,1.8,2.2,1.4,0.6,0.2,0.8,1.4,10.6,22.43
D.J. Augustin,DET,23.8,3.5,8.5,0.41,0.9,2.8,0.327,2.6,5.8,0.45,0.46299999999999997,2.7,3.1,0.87,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,10.6,24.17
Mark Aguirre,LAC,22.0,4.2,8.9,0.46799999999999997,0.9,2.4,0.39799999999999996,3.2,6.5,0.494,0.522,1.3,1.8,0.6940000000000001,0.7,2.3,3.0,2.7,0.5,0.2,1.8,2.5,10.6,23.31
Dan Majerle,CLE,28.9,3.7,9.1,0.405,1.8,5.0,0.353,1.9,4.1,0.47,0.503,1.5,2.1,0.71,0.9,2.9,3.7,2.6,1.0,0.4,1.1,1.6,10.6,21.67
Sean Kilpatrick,BRK,19.9,3.6666666666666665,8.9,0.38799999999999996,1.2333333333333334,3.766666666666667,0.3193333333333333,2.4333333333333336,5.166666666666667,0.43733333333333335,0.4563333333333333,2.0999999999999996,2.433333333333333,0.896,0.26666666666666666,2.5,2.8000000000000003,1.4000000000000001,0.3666666666666667,0.10000000000000002,1.3666666666666665,1.1666666666666667,10.6,24.236666666666668
Sherman Douglas,BOS,26.580000000000002,4.12,8.94,0.4638,0.14,0.6599999999999999,0.1874,4.0200000000000005,8.3,0.48360000000000003,0.4708,2.16,3.34,0.639,0.66,1.52,2.2,6.0200000000000005,0.74,0.08,2.4,2.0,10.579999999999998,22.082
Nenê Hilário,DEN,25.72,3.94,7.3,0.48450000000000004,0.0,0.04,0.04,3.9199999999999995,7.279999999999999,0.487,0.48450000000000004,2.69,4.04,0.5974999999999999,1.85,4.290000000000001,6.13,1.58,1.06,0.82,1.97,3.02,10.57,16.677
